raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr007430666-80d_kepler_v1_cor-filt-inp.fits,7430666,0.2762638884431,127929.2780214808,54964.5126472618,56424.0110141914,1.0000140026405,283.202326702755,FALSE,81.02323140575383,126.50211457107837,126.25627921803776,126.25627921803776,720.0206996298232,186.8820599941774,3.852808020482311,107.8012870512831,7345.785785831427,1.1349077245766956,1313.2424478925743,29.56438536580444,295.0170128690439,102.03641033797516,628.6713686293174,125.7320952784065,10.904857920646531,-236291.2149984635,75,10.783891724012749,0.00350427872202918,1.4884701814066783,1.2026262377693453,0.0038282606010219726,0.012261183565655658,3.962586629993808e-4,10.717572492545864,0.0084789915354573,1.277243012878593,0.009541135682610842,0.0012261183565655661,0.0015495324588532032,0.0425884230472873,0
