frequency,power
0.004284770508692517,23.807861476140772
0.008569541017385034,14.363284237421475
0.012854311526077552,0.8961151804993865
0.01713908203477007,44.20137008097032
0.021423852543462588,22.8454766394421
0.025708623052155107,203.8700824411939
0.02999339356084762,1210.4557530758852
0.03427816406954014,993.2527786422758
0.038562934578232656,1.5230340091848082
0.042847705086925175,216.24801723284912
0.047132475595617694,324.29154267029367
0.051417246104310206,745.1200636756165
0.055702016613002725,2894.0289086487073
0.059986787121695244,26031.901349126063
0.06427155763038775,27070.379396932076
0.06855632813908027,4317.841721705744
0.07284109864777279,106.02265212665142
0.0771258691564653,1502.399313768108
0.08141063966515782,5166.440131653214
0.08569541017385034,2281.9885757266193
0.08998018068254286,82180.9120446556
0.09426495119123537,203317.53911368988
0.09854972169992789,104032.73363917132
0.10283449220862041,553.7307669406262
0.10711926271731292,20913.27763530836
0.11140403322600544,24559.34805056014
0.11568880373469796,42160.810874797215
0.11997357424339047,287308.9027928083
0.12425834475208299,837319.6623113436
0.12854311526077553,584242.1709307372
0.13282788576946805,53948.04616449607
0.13711265627816055,29187.909910009384
0.14139742678685308,6277.461519712746
0.1456821972955456,8695.24480128191
0.1499669678042381,5660.005535152688
0.15425173831293063,26089.730329339196
0.15853650882162315,142986.9343827911
0.16282127933031565,134972.369272597
0.16710604983900817,6114.578569532572
0.1713908203477007,30198.924539579453
0.17567559085639323,8304.93623532792
0.17996036136508572,11047.045535028323
0.18424513187377825,11433.13201313136
0.18852990238247078,29720.036607898564
0.19281467289116327,37453.52779364794
0.1970994433998558,6777.363684462698
0.20138421390854833,8895.373232870019
0.20566898441724082,9791.60972073393
0.20995375492593335,19717.20697425475
0.21423852543462588,64398.647947128666
0.21852329594331837,24636.294543146076
0.2228080664520109,23162.044958729723
0.22709283696070343,34009.59121608603
0.23137760746939592,8325.159092795146
0.23566237797808845,13506.641636341996
0.23994714848678098,23448.865631570206
0.24423191899547347,34491.08585884252
0.248516689504166,80961.47686767355
0.2528014600128585,161252.98278723087
0.25708623052155105,64564.88974027137
0.2613710010302436,284.8422525621834
0.26565577153893605,10204.012716791662
0.2699405420476286,2472.216859062036
0.2742253125563211,414.8473726255581
0.2785100830650136,9671.693324091519
0.28279485357370615,28669.218995045845
0.2870796240823987,41574.5303854314
0.2913643945910912,28584.781443768046
0.2956491650997837,12186.107674269464
0.2999339356084762,6260.836486695096
0.3042187061171687,790.3176728814566
0.30850347662586125,31770.928690957848
0.3127882471345538,67663.01174141881
0.3170730176432463,36197.44503711579
0.3213577881519388,23872.98694944795
0.3256425586606313,22946.86717684387
0.3299273291693238,2959.6640814787443
0.33421209967801635,1890.199313875768
