raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag,DeltaPi1,coupling,eps_g
kplr004671239_kasoc-ts_llc_v1.dat,4671239,-3.157634809,131890.2327,54964.51223,56304.13643,0.726034723,283.2123708,FALSE,79.19459627,98.1739527,98.18259249,98.18259249,2205.279662,421.1510033,5.236315822,204.2143839,33907.67031,1.743791455,1251.356852,27.92515477,321.3479712,127.775089,1979.679262,100.1855388,10.45710115,-234298.3488,101,9.77959951,0.004558873,1.514777396,1.036427805,0.004763908,0.017299039,2.99E-04,9.791812696,0.008772134,1.024260986,0.009129264,0.020374093,0.00185017,0.060330276,0,73.35849883,0.1742108,0
