parameter,mean,sd,Q16,Q50,Q84
Pn,204.28712886823573,3.4186157291378136,201.2617545004737,204.2143839192786,207.1791733382069
A1,31545.325009670847,8560.968930898998,25639.894822129936,33907.670306430526,37839.223008699715
b1,1.852906967214367,0.3418242040564779,1.6266860792447588,1.7437914549845706,2.0154519337298202
A2,1274.0650145759178,128.80386154283428,1185.9870966484389,1251.3568522475398,1327.2054816731293
b2,28.104485979187483,1.3307615690916428,26.882909199398135,27.925154767643637,29.268962520670886
A3,312.8157352822526,42.54064366153996,297.8305466129591,321.347971179416,340.2679417524717
b3,129.91763264808696,9.669579715859893,124.33758059020207,127.77508904945739,132.31022070952523
Pg,1979.4291179189645,63.995145765106884,1919.3241801533372,1979.6792618498828,2040.4789876657644
numax,100.14468015340901,0.3639136364620377,99.90586836608728,100.18553881072931,100.4400092495136
sigmaEnv,10.511343208226924,0.46232495453772393,10.17409128877814,10.457101152489782,10.763230655996097
lnprob,-234321.8993146,74.74869587025175,-234306.80476107483,-234298.3488252466,-234296.08609353856
