parameter,mean,sd,Q16,Q50,Q84
Pn,77.53845904661033,0.6993554889204834,76.8462920507731,77.52364838345026,78.2367398453954
A1,11512.317248306323,2232.217345523046,9705.906621945085,11575.599094384193,13467.861952932455
b1,1.0536437059867987,0.15268506593052145,0.9177390899734494,1.0456032470193852,1.1803123662090573
A2,4330.460179416056,170.99181484552923,4162.721878875532,4321.702878170278,4496.147399964674
b2,17.954499627860052,0.5017343708150507,17.462411099630295,17.959022773040186,18.447509606212293
A3,972.5965708542861,47.787408177913804,925.2262362206537,972.4766483719542,1020.10656115688
b3,60.02202909004905,0.9818613650303119,59.0634754573843,60.01317288178964,60.99252149160029
Pg,1909.8612936868092,56.86239159787486,1853.2954068843922,1908.8210605581598,1966.4002055971685
numax,69.56296850887038,0.19527456130998067,69.3692020082331,69.56440516835544,69.7578014131701
sigmaEnv,7.824303931040902,0.18487150997205826,7.642627805667057,7.822091175689604,8.008264028340152
lnprob,-233147.6493065652,3.864474487496566,-233149.7647332189,-233146.8297647395,-233144.87235261503
