parameter,mean,sd,Q16,Q50,Q84
Pn,30.619837671369957,0.347359345945632,30.272735064244387,30.619310376576664,30.969592393989593
A1,8026.0952634808855,1239.2802237885878,6795.3232725391035,7953.08217990441,9250.918299761295
b1,1.159739714606656,0.12927286856963685,1.035030008058526,1.152234026644011,1.2858030675049557
A2,3262.4351013387054,110.12554840633258,3152.7672833583524,3261.8849787304257,3371.175070676396
b2,21.786983481030507,0.5976486872266839,21.195863667588043,21.78002781690564,22.37380425877101
A3,827.7228636706037,42.61961102624362,785.2330884997311,828.0429386989335,870.0987961556614
b3,67.88161375258792,0.9868253694061735,66.91493644731801,67.85807899886123,68.86203369151187
Pg,1408.0205266988112,38.60976926556161,1369.6362533254303,1407.3973458660835,1446.7173596890423
numax,79.50709734742985,0.23396988598439186,79.27649450221286,79.5091020302481,79.7390278909403
sigmaEnv,9.939101880809764,0.23353768175604644,9.707224470334086,9.937658617393886,10.169214760264303
lnprob,-213340.20612732586,2.2576272033974867,-213342.38820391477,-213339.87235358794,-213338.03560229097
