parameter,mean,sd,Q16,Q50,Q84
Pn,132.20333213867482,2.5320852904104183,129.83660551530403,132.3974411060371,134.53725723467744
A1,44331.35244635254,17912.827227019257,15827.665187096645,51603.01925218789,58354.12511389258
b1,1.4617496109535089,0.42839834606449273,1.1968118578421612,1.2641132032066702,2.0111474112637584
A2,867.6957050278282,61.90815317137546,824.1178716996287,854.545820577074,899.6566744792868
b2,33.14700771734503,2.0967929784974655,31.593899338763528,32.792530621851924,34.36149308285972
A3,165.61107558462277,19.13849919324088,150.43318348213498,165.94615899790105,182.96509449402407
b3,115.69511214210071,11.897412022104646,104.18429808466342,114.20825458539437,126.36092726993787
Pg,365.7270917927344,21.681924625237,347.8124832746851,368.2235740480663,384.3637215059532
numax,134.28868276590356,0.5169218661167603,133.83098379777783,134.2463319308206,134.71863189375316
sigmaEnv,11.738003240288622,0.62773120358302,11.152963334294279,11.75433342151753,12.320503441493832
lnprob,-235804.25393355617,157.6734598725393,-235934.45660711487,-235732.43774636168,-235729.9058549504
