parameter,mean,sd,Q16,Q50,Q84
Pn,125.42523034498821,2.3713870807448556,123.30750518079272,125.3642163458558,127.43565783380215
A1,15304.164705754665,3880.005149647495,13088.708993336782,16211.12552766433,18256.241545439956
b1,1.1729430682929338,0.2741808027839064,1.0254323186595211,1.084995103151384,1.2111647426766343
A2,856.8654881916011,39.28389857391296,835.5375085103216,862.8233636681741,886.129503428157
b2,36.66990903944119,1.0801975970242534,35.798176587288914,36.592866550832916,37.40528131222132
A3,158.93667439953035,8.90149094769604,150.59913313882024,158.70071254022685,167.431176709195
b3,135.59799738976994,7.46628886154727,128.51505254971698,135.13177439113127,142.50193829220652
Pg,426.8545834176131,26.624335881690417,412.3327935528957,431.30266886317054,446.8552565336683
numax,149.9982671365164,0.4032672367637404,149.6350840807852,150.01575258319582,150.37789358179398
sigmaEnv,11.574530658570664,0.44111582507038105,11.157155041111404,11.56898681276514,11.97711534622969
lnprob,-238696.018005596,44.62985222930992,-238688.59476678507,-238682.39137974745,-238680.17248728796
