frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,l,n
60.17828287814232,0.5434127656997829,0.043877276450740965,0.02189473412549876,0.10442857829783622,0.02559373763852845,0,2.1422499340566974,14.798931146349789,2,5
61.54578201533355,0.45093699983592966,0.04021700527392537,0.02577888512403409,0.13059436036339872,0.04546652726555187,0,1.6094301815235754,6.01639743621854,0,6
68.7828601460424,0.7321455334872912,0.05657808002917307,0.02238606068103016,0.10095005185242432,0.021734797303518,0,3.015759858572613,38.467846352818015,2,6
69.9513640004696,0.9045085514049792,0.04867552241212321,0.01603806984466324,0.10793514433109085,0.01715298160639159,0,5.3501364725503855,82.1444423159628,0,7
76.77865591321041,1.1272411502490938,0.06437298606720046,0.01778256370374808,0.11097275873554158,0.01810785873263381,0,6.283189251204192,136.47590543424303,2,7
77.92601242147127,1.3721073940426032,0.045923197695394456,0.0117561644851218,0.1355686706169432,0.0131381580422856,0,13.049510335558812,261.08282216792213,0,8
85.26088041839155,1.9483246458235401,0.039977685539318415,0.00953725156961731,0.1872998054636159,0.01026247046053277,0,30.224221846264683,590.6091599815009,2,8
86.45023651277617,2.373005709262907,0.07181819298110642,0.01323275209999725,0.17222107590298924,0.01379393618279678,0,24.958197660783995,899.9996655634823,0,9
93.81317418358894,2.8116486434773833,0.04955422330400561,0.01010121103947593,0.23604187861515716,0.0108672387787154,0,50.77986598482136,1221.9589659492049,2,9
94.8984440540584,3.5910998590017638,0.04853416870541409,0.00938239121746463,0.29706047342717756,0.00969257762972021,0,84.5780164348046,2281.109828353212,0,10
96.5816356456558,1.0734603508642109,0.025055436559728375,0.00876164093333711,0.14243243480571738,0.00925926516613476,0,14.639295228123988,144.42228817812793,3,9
102.28135106277901,2.567092158333953,0.126242003749437,0.01961849483759673,0.15267315232778392,0.02188693866149355,0,16.61610271877427,791.4877430666238,2,10
103.40422866849278,2.7868456174311587,0.09198201113075079,0.01518648873004337,0.18120217197134653,0.01658851886045524,0,26.876520798187173,1030.4544944912996,0,11
105.15439074790311,0.6189503726184109,0.04415124828949037,0.02493477691863939,0.10361978874032128,0.01836991955491678,0,2.7619689875893143,19.651765632519528,3,10
110.56892015594084,0.5001338213761014,0.00512114616811398,0.0051051837035294,0.16285521308570824,0.00624967331616713,0,15.547315249275634,12.33459617014887,2,11
110.68217412933139,0.5924733014885447,0.04425171942252306,0.03369405407426444,0.1703570630252575,0.03929138958301138,0,2.524977697193475,5.519125834078295,2,11
110.92884695925879,1.139144660741219,0.06356365641302601,0.02036197462890241,0.1426680584926675,0.02484074853768018,0,6.498288877053606,71.83344194417077,2,11
111.19923252116006,1.1059038113044584,0.04200407402347685,0.014975230893299281,0.1448323023965628,0.01617700003540009,0,9.26815784729969,68.15291867887572,2,11
112.0995617100869,2.167411714980122,0.2064757737889694,0.03019556766648641,0.1187849353661536,0.03396000992296058,0,7.242089002098216,511.024465503986,0,12
119.5592370252396,0.6898963880214767,0.04854066823156729,0.02317031516828379,0.13225529435972808,0.02955444905857179,0,3.121131874760408,17.186789799219696,2,12
120.41189069089114,1.2145809835422805,0.2570989435306853,0.07095569958857355,0.1524907277636317,0.09486231875411484,0,1.8264289804678528,57.30316713403954,0,13
128.7532997319161,0.9753819796450732,0.272613176654019,0.0931726181482893,0.1422084483136506,0.12651739778392795,0,1.1108431445400258,33.720063339209446,2,13
129.41654661555492,0.6928501050797866,0.08798343411904821,0.040982248587759,0.11615644085551512,0.042327528807919,0,1.736711949758276,15.155190071545803,0,14
130.5047337345437,0.4107921747637907,0.031719273578754724,0.02046952289368064,0.11542033824130532,0.0290349759381279,0,1.6934454780272596,3.3304296486458043,3,13
55.73435469831935,0.21847520389980127,0.001967748919996737,0.002859089891917886,0.11625985592850607,0.002044779273617622,0,7.7211990982266245,6.564559219714283,NA,NA
57.00962145825613,0.38298709660833224,NA,0.002179711115821178,0.22386053107675133,NA,0,5.9318305677440435,3.988029484771687,NA,NA
59.811696152146894,0.35782084924880964,NA,0.002195651311614875,0.21349439977345894,NA,0,5.17787709459672,2.7072709061249043,NA,NA
65.41454805193007,0.5069006935242373,0.052985951350605714,0.033247167352557304,0.1070035702904502,0.032226038763203145,0,1.5436013926654495,8.971652119143982,NA,NA
66.02102940190383,0.612138146695932,0.01588531173270664,0.00791907275283659,0.12280426143922371,0.011266394014028885,0,7.508501539439096,40.380016184302804,NA,NA
66.14677267739357,0.31183226986654483,0.004453050649517562,0.004851277799922163,0.14010663678162097,0.00580530120749584,0,6.950796991163908,4.344066101060889,NA,NA
69.02843687464134,0.37033921757355215,NA,0.004870773646772458,0.21861684759733682,NA,0,5.546510795879853,3.311526687732112,NA,NA
71.25161478972602,0.3029942444872932,0.001967748919996737,0.002269795909990068,0.1682615834026701,0.0021487374643809473,0,14.850777881287852,2.389516273196932,NA,NA
71.90517681815979,0.5166314541584375,NA,0.0015674759658343808,0.21148832676615933,NA,0,10.7939932216458,6.526024805923953,NA,NA
73.50617147785576,0.35024646971814055,0.004324476996576906,0.004357691505344806,0.12868638914522001,0.004524215872738098,0,9.029507625649691,10.6112493420369,NA,NA
73.57019590932708,0.43046394289006046,NA,0.002512568529820089,0.246851840592371,NA,0,7.493660473307973,5.620297191300779,NA,NA
73.89850728327168,0.7136787261960839,0.028370630047321616,0.012276514451536344,0.11127882967434352,0.013303988177858831,0,5.7146106883332735,49.45459826137085,NA,NA
74.0723297867058,0.36713654106063315,0.001967748919996737,0.0031722428144145545,0.24122164933355955,0.002798655406126486,0,21.803974652349655,9.583796859962604,NA,NA
74.13319342308668,0.6350891116470447,0.007045943185829409,0.004668181829696506,0.16084931207312567,0.004893768569610101,0,18.22134052151864,40.32555648112975,NA,NA
74.19532594456007,0.5887352745837183,0.006253216821117175,0.004140290737721178,0.16021396170488605,0.005394350511052551,0,17.64358179975808,32.466193497944914,NA,NA
74.46780985473602,0.35271833051766555,0.0062889294643433315,0.007167203473730984,0.10956893937875037,0.004457022267983981,0,6.296938677765064,7.573214231400925,NA,NA
74.55686353692268,0.3476795346542471,0.008359759158641593,0.0073448113892565095,0.10877694142888591,0.007470607526432963,0,4.602720645865246,5.696387649240933,NA,NA
74.91821863070409,0.6119328089404095,0.02292930363453062,0.012517573178708443,0.10432236880099165,0.009795890591542648,0,5.198364632070696,34.03353746194625,NA,NA
79.42205844983155,0.3304163031951746,0.010395726393987266,0.009415901074381483,0.10742173339262091,0.011507520920408796,0,3.342860259408196,3.703577549997135,NA,NA
80.87746955703568,0.3481143863269769,0.001967748919996737,0.0022612615258390738,0.19814986201739296,0.0022038841906676402,0,19.603083400099592,5.640143210479437,NA,NA
81.37123542442214,0.4476991406702832,0.001967748919996737,0.0025682282890696346,0.1829363529067971,0.0018309963945113868,0,32.422982819311365,50.79644771352105,NA,NA
81.83219174973705,0.9843327137150587,0.0060197367583456835,0.0034963418665843043,0.23435535196027887,0.0033396792052429063,0,51.23378777337119,164.43335022412793,NA,NA
82.21884143537068,2.0261580838074655,0.006810748615211752,0.0033430423552009924,0.4215948628239821,0.003183681572766281,0,191.8677266392825,841.4793854424388,NA,NA
