parameter,mean,sd,Q16,Q50,Q84
Pn,19.40658493643021,0.5844883977925426,19.017289539935636,19.449686737944184,19.816099939842942
A1,50181.84235692362,19816.664663154887,23561.19249685395,58502.116634665115,64928.15913325874
b1,1.9506824670644627,0.8882593565596819,1.5633722410788689,1.6279993023454462,2.0713013715279334
A2,1361.296364009608,381.34251269529966,1158.9159339728076,1199.2752352101716,1646.9783463876793
b2,27.711979649502023,2.412502310901508,26.45296811953968,28.50351089211288,29.231968285465285
A3,258.4932831007784,44.563152576795204,234.332941438622,247.16754429332477,266.8717896567657
b3,94.12034621153006,3.8607101243136897,91.91795869137307,94.09659376683115,96.33839257355724
Pg,564.3404083117586,42.117827748160394,536.6217874990166,553.0076296502991,594.2433459296168
numax,111.58864842650422,0.6132059439349491,111.28419810073434,111.72731828036055,112.00213779027914
sigmaEnv,11.183010134657946,0.9266663226091066,10.692095390412018,11.495128593360604,11.766678456034176
lnprob,-206047.80086676602,411.5633408672507,-206215.53600182466,-205868.72361727938,-205866.11298127574
