parameter,mean,sd,Q16,Q50,Q84
Pn,32.69245821699927,0.48477423536395,32.212577928500444,32.69365051186867,33.17315708162678
A1,8632.327933807628,1055.274203428009,7654.649418793644,8601.887122774166,9640.89790888601
b1,1.0100803214679492,0.06503903292490323,0.9475552916036274,1.0068075670151209,1.072073249582024
A2,757.0493875649701,19.699746203055245,737.566269942996,757.0076481991578,776.289129387669
b2,35.375692659608035,0.7486350393054368,34.629548094486,35.37175630534065,36.12377646731352
A3,173.65661683080071,9.110981158416502,164.4957394871923,173.4392968542109,182.62903108137374
b3,105.23908571214258,3.4618528508277513,101.7142223525984,105.26041521310559,108.6916767542567
Pg,285.58611574550054,6.596931817620778,279.05503787631056,285.4930261558998,292.15354199940185
numax,138.26513579644424,0.3070443215399109,137.95909594620318,138.26567339341182,138.57379477423797
sigmaEnv,14.97202437078453,0.3496483801649063,14.630628814369143,14.96327755729485,15.3225423387024
lnprob,-211304.63858863467,2.5096907968488438,-211306.8698766304,-211304.21449470453,-211302.33106361417
