frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,l,n
68.92862067025524,0.4928455983051633,0.034145236674059824,0.02503112530940711,0.1053892740129056,0.01794721541735554,0,2.2643406555909094,6.266162434658327,NA,NA
69.12485149775456,0.5412188933462012,0.0291528244640808,0.0208945414936077,0.13709280364325066,0.020352258740976584,0,3.198271937796937,3.4961606963697704,NA,NA
69.2425508652205,0.8810918844880514,0.035000003835510676,0.013328462453449343,0.12727520105407766,0.01551358014326006,0,7.060320848494288,51.626546025418065,NA,NA
69.39227774665598,0.45938969668418095,0.020256814810414227,0.013149014924952709,0.13608071199332067,0.021189722378487843,0,3.3162057694383975,4.627905186036514,NA,NA
69.5400353875565,0.27430266418800126,0.0019825423112660445,0.0026767630735416285,0.15907241520010065,0.002630425547472826,0,12.080578007227391,11.22503450140357,NA,NA
69.75732451222048,0.35735563094590894,0.0019825423112660445,0.0021423671514844453,0.18800191586755183,0.002034689342480194,0,20.503543412391167,5.533428380957048,NA,NA
69.86449230226516,0.38943857029775536,0.0027174027079125383,0.0037158503505077293,0.15628458554317662,0.002138743390400173,0,17.765361443524895,25.41270530975453,NA,NA
70.27715984686193,0.36558526900190735,NA,0.0025757939326577057,0.2176233916293511,NA,0,5.36469513446655,2.8416893631256244,NA,NA
71.19809688857569,0.36422787293046455,NA,0.0032027828645688023,0.2264312937917431,NA,0,5.324931512281244,2.23262291485662,NA,NA
72.59194061670016,0.3614154136446828,0.01618698074129783,0.01407625993480864,0.10613180349687334,0.015230118519764238,0,2.5686067418643486,4.069467822770093,NA,NA
74.12926291463197,0.3679669103372924,0.013876784834063974,0.010430755140392017,0.10425736774576524,0.012132187656160724,0,3.1058380434738186,5.507063976434438,NA,NA
76.41361862891573,0.6043032652742439,0.00903172372318307,0.006406723713058803,0.13775022166411904,0.006118179792124684,0,12.870320587326027,40.76590970615143,NA,NA
76.80777838513603,1.1336564872759274,0.02968677272468964,0.009872428831448848,0.1415553563171,0.010422207697001862,0,13.780027836062528,157.26617740506117,NA,NA
77.09308731487688,1.1269632943670504,0.023105562499052792,0.00855433517635878,0.152922481529776,0.008286888923931167,0,17.49657826620524,158.34595670692943,NA,NA
77.41746335095534,0.6559273784655273,0.006762847493723059,0.004087440972175533,0.16383278985957914,0.0050009192152364,0,20.250327483314628,53.98355924144198,NA,NA
77.82464088207485,0.5038352040567756,0.008250787694872906,0.006505875370583056,0.12277355228270943,0.005297323566897879,0,9.793360325618826,26.61351812569046,NA,NA
82.48164832982071,0.7984785299412297,0.013891161170308707,0.006857507614079074,0.13907954878380266,0.005958889567301768,0,14.609591176567006,88.42107637460867,NA,NA
83.51606257295941,0.4140301573965331,NA,0.0018038695869263361,0.179852644027921,NA,0,6.8806841514646,2.8170905837650935,NA,NA
83.96666966834866,0.5071519856191512,NA,0.001923808351682981,0.2475234954115787,NA,0,10.32390338477829,7.586694482473831,NA,NA
