parameter,mean,sd,Q16,Q50,Q84
Pn,26.221847381870923,0.26533632737077034,25.959864507935052,26.220871170829845,26.48763582008363
A1,3103.7610363783433,698.1847361413505,2435.0910998911927,3033.788482262719,3753.577793349543
b1,1.727049114671548,0.4058872204684055,1.3461579871239704,1.669731849222603,2.1147353264934488
A2,3408.3555521685653,116.70834177017832,3294.0411938764764,3405.6829990607644,3523.079171997004
b2,20.167071511195747,0.5314069282225388,19.639028525090833,20.156764767920144,20.697829905256135
A3,677.1975650863376,37.64224241049347,639.732577319461,677.4636394769267,714.3644366064403
b3,64.83360505506757,1.010664130560258,63.83478641176676,64.81583854225366,65.83040947931194
Pg,1360.4452731409071,38.74605046906792,1321.1858550919378,1360.6750749158139,1398.8408101326845
numax,72.3964643133122,0.2081909504570664,72.19220627447089,72.39660900234786,72.60490281056688
sigmaEnv,8.517717948719492,0.18212706812614854,8.334329371191215,8.517608790280704,8.697319994936429
lnprob,-210149.90439562305,2.2677940644879957,-210152.08863651275,-210149.5719718717,-210147.71755582746
