raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr009754133-80d_kepler_v1_cor-filt-inp.fits,9754133,0.5003327993307198,96903.2756106286,54953.5394793195,56423.9934662157,1.0000138951547657,283.20965019672923,FALSE,99.75144137691346,140.2628044386125,136.07538513662922,136.07538513662922,493.0961239326708,81.86069536318863,6.023600480608766,18.23463901113397,9533.033123415618,1.0561934547311336,1052.919432208015,34.52217619829428,233.66360611408172,113.33165858031876,501.5027900151045,137.72447184161354,13.193811984377945,-212255.9217910413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
