parameter,mean,sd,Q16,Q50,Q84
Pn,87.53261093784562,5.1816411885338844,82.10645115713508,87.41586618478935,93.04323148532913
A1,8603.21907824641,2329.360912658037,7235.30992919926,9177.618593338699,10369.779474893658
b1,1.2034365573662886,0.397963431711339,1.0129669443542961,1.0787485124192209,1.2103664957648472
A2,408.2342162257644,11.441857210327354,397.2685874464183,408.59812441684016,419.2797065878498
b2,46.3362216805076,1.1679196398675982,45.25767268958331,46.31117625835272,47.32337171097197
A3,60.59706900527916,6.371684386797421,54.84949132064019,60.532347432326816,66.78780644728386
b3,254.4239210639633,34.39456411644169,217.73300179407192,257.29716290340275,291.67623774461606
Pg,148.8029336800446,13.837690451242624,141.76004046904433,151.05327982593153,159.4180971229678
numax,182.44577047089288,1.0576696191065387,181.7704186996085,182.46567756003873,183.20764399328704
sigmaEnv,13.032385629325892,2.3668829796487585,11.794832275543117,12.492054002496381,13.358331000708112
lnprob,-222054.04957459506,54.52358344917182,-222043.5572771441,-222036.8449004776,-222034.69775763192
