raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag,npeaks,gamma0
hlsp_kepseismic_kepler_phot_kplr004667909-80d_kepler_v1_cor-filt-inp.fits,4667909,-0.2105243036580184,80015.22965777873,54953.5389000075,56423.9955341872,1.000013895866922,283.209140330464,FALSE,115.12786929906343,140.62462135971938,142.04928588821537,142.04928588821537,391.569456556487,79.2978563940993,4.9379576493271315,23.92682116856103,7506.743336467014,0.9763262295703088,845.7144364248492,35.19017859408223,183.9887069515368,119.29725327600102,382.5494164035525,139.26241662802036,13.210301927679517,-211094.0141897969,11.556595639429416,0.002859193624024136,1.4714547058671144,1.2900751026776394,0.0030549984269673805,0.007936861137885666,2.597630616461981e-4,11.535836846694993,0.00531246686219494,1.3140944216820734,0.005435027404518873,0.0037137058641303175,0.001221199414789892,0,111,0.036142592009156094
