parameter,mean,sd,Q16,Q50,Q84
Pn,28.515810929180205,0.42586836869869793,28.139435871127386,28.46772474849917,28.85351144709093
A1,31010.06134796667,12090.73345154176,23377.585690115764,30233.24473886115,37488.90295371016
b1,0.6791162519608729,0.12254516698795985,0.584360640427036,0.6706342811992649,0.7606785994259992
A2,2032.7122226403558,65.44256699193042,1969.3432869880035,2029.484179346919,2095.2080924620714
b2,22.882298867896385,0.6217548711028836,22.28393567768412,22.866211184526524,23.46182868432991
A3,385.35393119869116,24.2020073418359,362.9826734128349,384.6175795280027,407.8901124314836
b3,75.275120183611,1.5159295146693892,73.91914385988116,75.31629142284281,76.65270960078867
Pg,766.5731961648771,23.5258277532871,744.0687798498942,765.129856302382,788.4144037792372
numax,84.27230102860202,0.26175052181030045,84.01908329818095,84.27882746593617,84.5268586606724
sigmaEnv,10.0405085566988,0.26747170176804275,9.784684927040635,10.023778962581197,10.29469206168843
lnprob,-206935.53089929037,20.081809621128794,-206934.23440890564,-206929.68229023603,-206927.42061018985
