time,time_raw,flux
54953.5386411631,54953.5386411631,-331.2242613477172
54953.5590748684,54953.5590748684,-232.6557841287932
54953.5795085737,54953.5795085737,-270.6109166146616
54953.599942279,54953.599942279,-245.10377973607575
54953.6203759843,54953.6203759843,-181.04199218874268
54953.6408096896,54953.6408096896,-191.34579956080108
54953.661243395,54953.661243395,-8.956815963934844
54953.6816771002,54953.6816771002,149.62523912462257
54953.7021108055,54953.7021108055,-403.8428816398528
54953.7225445108,54953.7225445108,-308.14740546007937
54953.7429782161,54953.7429782161,-383.2286651786893
54953.7634119214,54953.7634119214,-404.8053784203569
54953.7838456267,54953.7838456267,-263.00097130387127
54953.804279332,54953.804279332,-527.0863165220057
54953.8247130373,54953.8247130373,-671.4654803619396
54953.8451467426,54953.8451467426,-567.9000703246329
54953.865580448,54953.865580448,-304.4375527623559
54953.8860141532,54953.8860141532,-125.72746218081264
54953.9064478585,54953.9064478585,-243.5282443434919
54953.9268815638,54953.9268815638,-391.2250121958133
54953.9473152691,54953.9473152691,-74.85226629777088
54953.9677489744,54953.9677489744,-353.0414623969842
54953.9881826798,54953.9881826798,149.47290105180878
54954.008616385,54954.008616385,420.1030252647366
54954.0290500904,54954.0290500904,119.36595275929733
54954.0494837957,54954.0494837957,456.97648306956916
54954.069917501,54954.069917501,-129.14772083220637
54954.0903512063,54954.0903512063,-13.307312699887007
54954.1107849116,54954.1107849116,87.16451399381003
54954.1312186169,54954.1312186169,-228.30845061594124
54954.1516523222,54954.1516523222,-76.10401854127292
54954.1720860275,54954.1720860275,-112.04892158908365
54954.1925197328,54954.1925197328,-99.71416687153192
54954.212953438,54954.212953438,-86.49181261589268
54954.2333871434,54954.2333871434,-165.23022447064068
54954.2538208487,54954.2538208487,-178.1863129370707
54954.274254554,54954.274254554,235.84698897589715
54954.2946882593,54954.2946882593,-290.76772041902075
54954.3151219646,54954.3151219646,-367.7483341822793
54954.3355556699,54954.3355556699,-283.3815029030408
54954.3559893752,54954.3559893752,-80.78600220653576
54954.3764230805,54954.3764230805,12.27136763934152
