parameter,mean,sd,Q16,Q50,Q84
Pn,21.823714640241665,3.291027845542235,19.680313079446286,21.655652264737245,23.755424004539275
A1,32673.64801529614,23724.718750341097,1344.638133632954,45931.67678374829,55297.83250121324
b1,2.822682239653139,4.268453383449567,0.9280274218024872,1.0078548926096338,5.163063387470758
A2,599.253823970575,92.28631197038791,551.0656317491726,604.1988717839545,628.1345377520735
b2,43.1555137877419,4.39459540983566,41.7405518354297,43.18564379400649,44.74223821145172
A3,120.25935766742923,13.30078593026827,113.93263349376348,118.47906489889363,126.37164280011436
b3,181.36817637209856,22.252241979161674,153.65614759523342,188.01941382769604,197.7313038414394
Pg,263.6350410635357,34.69458006139245,249.24491225308722,262.4342317741004,273.381129656013
numax,180.4826378410421,1.7744545075758882,179.6083406325053,180.0575427258088,181.3393465177986
sigmaEnv,14.297851799439874,2.716450925826654,12.868134342379957,13.292520543011198,15.130666128012544
lnprob,-215041.7656794874,1431.9418266673526,-216914.6098930776,-214198.16322309946,-214194.06019314151
