parameter,mean,sd,Q16,Q50,Q84
Pn,12.498440496093213,2.5045484373519447,10.358898483272258,12.548095205836109,14.560487126423814
A1,10128.581315367332,3474.915074586079,7168.3913070482695,11147.461339494961,12691.235680691869
b1,1.1410366757130619,0.643992362297165,0.8643197434524398,0.9306797632211936,1.0716209279743056
A2,622.3204660708491,28.417107792140026,603.8339359637262,616.9232416698254,632.7260071213796
b2,46.93279169984781,0.9573671623549262,46.207758870831,47.01134674731829,47.76223852760048
A3,108.51807615992703,4.087615835606372,105.25849622400939,108.72422145168304,111.76434382951383
b3,218.30674977447464,10.886002602954395,209.4452171539046,218.6631723923921,227.96592900835134
Pg,264.90838071375276,8.753836451628128,257.3340154158477,265.3786129485174,273.0079936607231
numax,187.90538416609894,0.3559710451466492,187.57705372767145,187.89206322027175,188.21784360896493
sigmaEnv,12.589115180899386,0.4408419087287863,12.195223654031508,12.547450660298882,12.971510289024124
lnprob,-212475.22860190377,107.91719657598519,-212456.22834920257,-212439.25231946452,-212436.9893531791
