parameter,mean,sd,Q16,Q50,Q84
Pn,161.10496342701003,27.279401137601685,157.2406547023916,170.08740367696757,176.66403066577945
A1,23883.23236759737,13290.040794136099,3703.580559958071,29139.711412836477,33231.42743113952
b1,2.0425404993298115,1.6006903245955837,1.3949504609915777,1.6913704875580455,1.867928301337176
A2,1593.6287368192334,2102.019307331029,647.7005794436329,678.1788191362896,1953.4685094525892
b2,30.623408532442166,11.813229545026823,13.96096570138635,37.27859144671425,38.760113196870165
A3,156.988030910871,69.92624033741816,107.25177653807367,116.45138238437843,261.96559064994784
b3,191.76060578994628,53.88265060468411,123.91904213002483,191.35772464364166,233.6375810394879
Pg,221.39825090064116,55.40194813404109,188.62543148255375,239.85070631455037,256.886631537368
numax,168.6429223959297,1.60181026960876,167.85465361526303,168.58766405304402,169.58269758713482
sigmaEnv,11.470373094416603,2.5781112990312134,10.044331682437745,10.855229157684091,12.674438186824661
lnprob,-241455.9191494506,665.5513675347082,-241944.68327467373,-241087.74485918606,-241084.2779054949
