raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr007687390-80d_kepler_v1_cor-filt-inp.fits,7687390,0.3249915591206652,166439.89613494073,54953.5389238773,56423.9944522297,1.0000138940865315,283.20935331235376,FALSE,66.53487087494669,82.47318318020186,85.9522008329647,85.9522008329647,1415.8857887536506,241.90421246026852,5.853084468242579,5.8739360082688545,2712.2603120140643,2.075116390137372,2965.864570002256,22.703827578824807,689.0456813630142,71.81021267884263,1263.1950736447109,84.2064370493884,10.492302064560713,-197545.03929905331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
