parameter,mean,sd,Q16,Q50,Q84
Pn,66.70437870002635,1.0134320605710319,65.70787862724038,66.69428499258407,67.66632105072848
A1,11092.906297857862,2815.3033840803714,9353.988993664114,11764.855405848124,13264.685309630728
b1,1.533536809980519,0.41955485260129327,1.3009715222820462,1.4066225139790558,1.599873464603713
A2,1213.557187556725,36.08776990206701,1177.8763084154145,1213.3167762057706,1248.803600582812
b2,31.835399657633623,0.8521468592437573,31.032692490670208,31.788125940124615,32.62556798609914
A3,265.787194529665,14.678042543092767,252.2138672546767,265.3559569785651,279.265324154877
b3,104.4905487242817,3.555025087472294,101.12176494565045,104.51975567930522,107.9494122270568
Pg,620.8262429998504,18.734344984554447,603.1006630267777,619.5423628077386,637.4898976054975
numax,127.13631165403652,0.38125996887373087,126.8488473256564,127.19896819280142,127.46230772484114
sigmaEnv,11.832395011296708,0.3113137296231642,11.531541371053974,11.817649487573943,12.123137954650522
lnprob,-229840.660819612,31.247400744576456,-229836.2696392476,-229830.6047863462,-229828.37956351694
