parameter,mean,sd,Q16,Q50,Q84
Pn,20.392633054362335,1.1131930756045265,19.317123460374226,20.410999729241606,21.48938237502599
A1,5249.381062245533,583.2019674749246,4675.779164897884,5205.341441465626,5829.396939304248
b1,1.200842298869794,0.08397548457701096,1.1178204972048351,1.1967361169213335,1.285322798332242
A2,406.358846833351,9.162902692385037,397.3076683515094,406.2582744575558,415.4979932760439
b2,44.19509730949554,0.7584496405312792,43.446689221205425,44.198541770116215,44.94371065407507
A3,80.49432994486534,2.2628208858859806,78.26805603949674,80.45132185910539,82.73580148825462
b3,183.03759274726465,7.734730379120741,175.38539004348831,182.95812655195016,190.57991327479317
Pg,126.82143196372724,3.7363030791104617,123.09119049117889,126.77344810159421,130.5437602094801
numax,177.58274642811887,0.41156137234360063,177.17123097847332,177.5845664970039,177.98895927501528
sigmaEnv,15.313799438058805,0.4766822945645713,14.83115950721552,15.30750695527465,15.789917343778676
lnprob,-201987.23211429946,2.2507330701739963,-201989.36825736973,-201986.89987734018,-201985.07737995527
