raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr011518457-80d_kepler_v1_cor-filt-inp.fits,11518457,-0.4292674654205157,347138.7929511592,54964.5117131881,56424.0093483906,1.000014000147922,283.2103988644395,FALSE,38.3750582959991,16.685091681202397,15.289380589999151,15.289380589999151,28430.133970566083,4168.315898610435,6.82053247932664,334.13807141784974,463875.5038742795,0.09319440324988608,35451.56734351211,1.1498496195366332,4235.966915622289,28.149172404706675,24325.050132176075,15.918691140473504,0.9276672587235566,-258749.77523883388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
