parameter,mean,sd,Q16,Q50,Q84
Pn,53.58387684119858,1.2156594786497052,52.39858689637928,53.61614081317984,54.78551977638058
A1,8357.134718380943,1260.0396282857005,7388.440375826718,8442.181114818984,9486.841135343868
b1,1.0451760079494272,0.08514329183722405,0.9733839355824341,1.0322244535356397,1.1067699321831643
A2,509.00000256209336,12.49968441172554,496.53022561899354,509.05256173840354,521.4367389041091
b2,41.347280498122196,0.8711590686039505,40.485403279900204,41.32202442684878,42.21027339349126
A3,99.2978525031573,3.9560604618397885,95.44240373740293,99.24410331539066,103.19228315883404
b3,161.21331641584337,6.632238385383595,154.7406583642329,161.0426929131837,167.7881776180094
Pg,195.99211855144662,7.416734199793145,188.9139648388255,196.03535833201977,203.3783469116222
numax,167.55334560769649,0.38736484779878744,167.16948414088634,167.55577655717408,167.93811801575217
sigmaEnv,12.383356399804,0.47608224336921384,11.911893156407835,12.35853102493585,12.8526185830102
lnprob,-216834.33686207252,5.187320329848706,-216836.20474824196,-216833.10977772734,-216831.13254919264
