parameter,mean,sd,Q16,Q50,Q84
Pn,30.887811576328055,3.547571842816514,27.684084604873238,31.99060697902283,33.844112741536826
A1,1887.127374832426,193.78031727783377,1695.5172478084367,1873.0797249292305,2076.0257662000313
b1,2.2439232026942366,0.18724911999806404,2.058759337408103,2.24021260121888,2.4315700909163156
A2,368.19715915296143,8.363126878539443,359.8901493623539,368.1509660114847,376.46319069284795
b2,48.89387083353639,1.1110822016744557,47.76903968085281,48.890134325709205,50.012591317160805
A3,63.28454193492756,3.172909572876927,60.18157239587671,62.99319708465934,66.44348268923676
b3,199.65817217415648,31.808405824008418,170.77910835496075,191.56035799621924,230.83717883330843
Pg,107.776141764164,4.279386387869114,103.43183768543923,107.94673145901001,111.98814580608584
numax,197.9386072162517,0.4966826766318545,197.4510741538448,197.92582215901777,198.43352064137522
sigmaEnv,16.320507702944113,0.8077773915134526,15.474847742988482,16.358492640772038,17.132640075495893
lnprob,-205383.908478308,2.283846148156141,-205386.10709709206,-205383.59564467188,-205381.6907727157
