parameter,mean,sd,Q16,Q50,Q84
Pn,209.0392019862437,2.1208892248382263,207.13831942346894,209.1326612772209,211.0446277338369
A1,23479.994540147865,4392.70683519109,20622.125082151302,24024.912369940015,27120.815017712477
b1,0.9633799268383608,0.10099672668647258,0.8810688514221331,0.9451064783806848,1.033110385933844
A2,1339.6441047275036,57.09169028703984,1285.0337397310645,1335.9385641192384,1391.8594572028364
b2,29.313275815711023,1.2346238358914725,28.159189905806066,29.201900041394985,30.383416472901644
A3,335.20067597912237,40.51426997907207,297.43907331005613,338.8670286152235,374.2139193122947
b3,81.11009673810479,5.271699723158701,76.1540290705013,80.13037935225836,85.81883464650869
Pg,637.6990335392372,20.749165732537488,616.9748079876322,637.4381573832604,658.6098745991218
numax,116.45941619098981,0.3346901245911058,116.13313715657665,116.45535670703302,116.7870218128116
sigmaEnv,11.323018751153134,0.3552750893607015,10.969470426920193,11.320896299688808,11.68098196562926
lnprob,-249193.19548641768,11.20702297363431,-249193.64126962307,-249190.10276925896,-249188.1102715043
