frequency,power
0.0039354980193619,0.0032636664305921103
0.0078709960387239,0.0002676756919587223
0.0118064940580858,0.002858285146728386
0.0157419920774478,0.00023402378258343383
0.0196774900968098,0.0035629322403795288
0.0236129881161717,0.0010712544550500083
0.0275484861355337,0.014555892296150003
0.0314839841548956,0.030886213429608598
0.0354194821742576,0.01559022608860444
0.0393549801936196,0.00278258484342886
0.0432904782129815,0.010041044195643351
0.0472259762323435,0.03713696996207956
0.0511614742517054,0.11711555513987026
0.0550969722710674,0.10017067733393022
0.0590324702904294,2.025950508639434
0.0629679683097913,3.23133131836776
0.0669034663291533,1.012196058957891
0.0708389643485153,0.1527435811087859
0.0747744623678772,0.2798481929789076
0.0787099603872392,0.15328890977463122
0.0826454584066012,0.6998504639231857
0.0865809564259631,0.03886116780723534
0.0905164544453251,4.775672853950757
0.094451952464687,10.016409670427818
0.098387450484049,5.186195419684675
0.102322948503411,0.4558583822561243
0.1062584465227729,0.32845320290602936
0.1101939445421349,0.6497839668966254
0.1141294425614968,0.006400811480144914
0.1180649405808588,0.22957341339316922
0.1220004386002208,0.5052199058810906
0.1259359366195827,2.879763428610649
0.1298714346389447,2.5649366565549294
0.1338069326583067,0.5552298112356432
0.1377424306776686,0.179893466714044
0.1416779286970306,0.15883508519955142
0.1456134267163925,1.7842034380284797
0.1495489247357545,1.9606860438619875
0.1534844227551165,2.0110863827826453
0.1574199207744784,3.940202964595808
0.1613554187938404,1.5371108610357358
0.1652909168132024,1.2917468285752192
0.1692264148325643,2.44462628758201
0.1731619128519263,0.6978509601697005
0.1770974108712882,0.349906215665894
0.1810329088906502,0.650784935012018
0.1849684069100122,1.431060093385201
0.1889039049293741,1.6865681783173962
0.1928394029487361,0.15526239429161046
0.196774900968098,1.592383180152506
0.20071039898746,4.057716102275495
0.204645897006822,1.1877041526097842
0.2085813950261839,0.6763704351175633
0.2125168930455459,2.0277844338296185
0.2164523910649079,0.27154837713889196
0.2203878890842698,2.8218110260911597
0.2243233871036318,3.027591385146402
0.2282588851229937,0.17061060611465692
0.2321943831423557,4.187882935024532
0.2361298811617177,3.3279321044319685
0.2400653791810796,0.37812241228637183
0.2440008772004416,1.697349015354688
0.2479363752198035,2.473499447066489
0.2518718732391655,0.41324433290936224
0.2558073712585275,2.7469566727785906
0.2597428692778894,4.720401361577394
0.2636783672972514,0.2243156723270889
0.2676138653166133,3.5376248811219715
0.2715493633359753,3.9144919092351773
0.2754848613553373,0.8075897306564679
0.2794203593746993,0.0032353132606029885
0.2833558573940612,1.2946346066332213
0.2872913554134231,1.4229424632509184
0.2912268534327851,0.3672812177924177
0.2951623514521471,3.2155986101030662
0.2990978494715091,2.201615414019062
0.303033347490871,0.30730222047007644
0.3069688455102329,0.8916309698443782
0.3109043435295949,0.5687862342552661
0.3148398415489569,0.1770102229495382
0.3187753395683189,0.023995615536816815
0.3227108375876808,0.9428296721365136
0.3266463356070428,0.9242353104961736
0.3305818336264047,2.5803684691825217
0.3345173316457667,8.472398009115716
0.3384528296651287,5.3505808277385976
0.3423883276844906,1.8261050865115553
0.3463238257038526,4.857164014211187
0.3502593237232145,3.739033720965927
0.3541948217425765,0.33020858192222563
0.3581303197619385,3.1052419648834557
0.3620658177813004,2.093206637563321
0.3660013158006624,0.0007734825914766364
0.3699368138200243,2.396284314217326
0.3738723118393863,5.647683205930697
0.3778078098587483,1.6952994176383753
0.3817433078781102,0.7271236012622391
0.3856788058974722,3.1178110512094364
0.3896143039168341,3.0638717328731673
0.3935498019361961,3.747301101729788
0.3974852999555581,1.567461566563239
0.4014207979749201,3.0098119985087473
0.405356295994282,4.197616068245413
0.4092917940136439,0.7001563451508191
0.4132272920330059,0.1635978163324484
0.4171627900523679,0.13734883868918144
0.4210982880717299,0.42790792818593176
0.4250337860910918,2.425633454767754
0.4289692841104538,3.5457246767562602
0.4329047821298157,1.1948213549076805
0.4368402801491777,0.13851484843616574
0.4407757781685397,2.3843576562860713
0.4447112761879016,5.4165304505980325
0.4486467742072636,1.527702350191749
0.4525822722266255,0.22442016726269595
0.4565177702459875,0.8474881357701376
0.4604532682653495,1.08325132407569
0.4643887662847114,0.37004640287857915
0.4683242643040734,3.8200366450779994
0.4722597623234353,3.3738402182048435
0.4761952603427973,0.09341999287443248
0.4801307583621593,0.09776329388375055
0.4840662563815212,0.6268533962460054
0.4880017544008832,0.7445586016689727
0.4919372524202451,1.8959837254656884
0.4958727504396071,7.284047158229016
0.4998082484589691,2.722181729494571
0.5037437464783311,1.2941506384803536
0.5076792444976931,2.2826241137588186
0.5116147425170551,0.4951699939807173
0.515550240536417,0.6615083454341195
0.519485738555779,0.27643693843941264
0.523421236575141,0.27827725265269204
0.5273567345945029,1.3372237682541084
0.5312922326138648,1.0771545726418668
0.5352277306332268,0.7027975112446365
0.5391632286525888,0.8458182940511146
0.5430987266719507,0.09099047504205562
0.5470342246913127,1.7817203229809837
0.5509697227106747,1.0713981287915435
0.5549052207300367,0.8195955320964545
0.5588407187493986,2.279610214407437
0.5627762167687606,0.7110030642954636
0.5667117147881225,0.23891164540194035
0.5706472128074844,0.807488770409991
0.5745827108268464,1.8909887647372112
0.5785182088462084,0.3053552671417804
0.5824537068655704,0.17304778582943378
0.5863892048849323,0.43307895316413836
0.5903247029042943,1.4645166387914743
0.5942602009236563,0.5515059699781366
0.5981956989430182,0.42998806580006904
0.6021311969623802,1.2847687261451313
