parameter,mean,sd,Q16,Q50,Q84
Pn,107.37610516155561,1.6343097599641903,105.78756910439078,107.30477490284449,108.94136168998156
A1,20752.68513678936,4033.994530839671,18221.589066311157,21267.63434222675,24081.488523254637
b1,0.931664849229986,0.10262270310044849,0.855080496195968,0.911043469256883,0.9859690419728576
A2,1253.1002425863219,39.62512603975375,1214.4347801415158,1253.4274611550657,1291.7230043600946
b2,28.169457349200925,0.7918289702972144,27.38708382727049,28.17305177670491,28.954326619342837
A3,284.64066456086425,16.458217944865375,268.7609735838254,283.28202124708645,300.6122697958995
b3,99.26886535243375,4.626145157734276,94.72618692686933,99.473555569919,103.82242708240356
Pg,534.9174854734848,19.331142220966044,516.81619985185,533.4602191508701,552.3523618930903
numax,117.06715465516054,0.30127234768907973,116.76632114574402,117.06712210342047,117.36578339094451
sigmaEnv,11.140865023787718,0.42274579331257534,10.751087414720905,11.148063834835668,11.545714802139573
lnprob,-234461.22877134383,12.288168524167698,-234461.55084002635,-234457.8554716632,-234455.7956169911
