parameter,mean,sd,Q16,Q50,Q84
Pn,146.6131539945972,23.507593193484833,145.04514459645335,151.65513936494852,155.75207221037667
A1,8828.774345609783,4267.886402758267,2776.586169359654,10763.441923954688,12345.328247705258
b1,2.1260071284193747,1.1164041553133424,1.4658040778920534,1.588880074587825,2.8847087895110106
A2,356.6586865550512,31.168581819215525,341.42294806665825,356.8986558268458,371.4003080322463
b2,52.430910654299154,3.0053752072315696,50.09855886616195,51.94343381685874,54.707605550120746
A3,41.97909934624785,27.57036432094281,27.240901039942344,37.605579038963945,47.591093552595105
b3,194.2839102749614,36.784974447109164,164.60656999611436,179.2380312385151,233.1393961270247
Pg,173.9439767564439,56.356556648436296,120.21039148200015,196.75481137371636,212.34465633767954
numax,231.9061225289328,11.184785742248895,228.52204429079595,229.42836270939313,230.6916339847889
sigmaEnv,16.40799239439621,12.358294878250307,10.739627796212265,11.779136237855434,20.733040756612397
lnprob,-231490.67339571717,334.0051749212716,-231743.92540607275,-231324.63593745546,-231321.3084986227
