parameter,mean,sd,Q16,Q50,Q84
Pn,1174.2789495680167,27.8648921997161,1154.7970750754628,1182.5008544879156,1194.5062076425686
A1,71213.72031268127,39771.74935978106,11841.166268479514,88374.27462249901,105618.30269026753
b1,1.1635740027751873,0.9525638348802903,0.6745501051981364,0.7341141415049228,1.4852608289648823
A2,1565.3701997215417,208.86216228891408,1480.4458754970842,1616.486930088971,1710.1931338190398
b2,26.905924261911768,3.9394337165282356,24.321169783700967,25.93351177201307,28.586411214420192
A3,257.1951392885226,141.0751422329211,94.19552658859897,265.1203079595057,337.80630705312655
b3,120.517270801829,73.32169292379062,77.78404084879357,84.31894557556649,211.62178654261317
Pg,645.5256613566003,289.9436720046038,503.69660243985265,600.0317200230853,682.338574068078
numax,107.02233857965918,8.159778481493579,107.26341759638402,108.94319086560235,110.58546881534635
sigmaEnv,13.578345088200585,10.551787353667184,8.925751127144828,10.136363732480044,13.123251780907625
lnprob,-295635.87933921296,392.53697163819254,-295834.1756211322,-295446.1590304274,-295442.9076186068
