parameter,mean,sd,Q16,Q50,Q84
Pn,67.12351251440325,2.2772776021852046,64.88492023537957,67.19985855146518,69.33972320809127
A1,10533.17713344487,2146.146093104998,9180.581215252227,10952.982939300251,12265.858245083164
b1,1.3126222238866319,0.18065316128370457,1.1904836550967035,1.2643165632770277,1.3856481635219822
A2,596.6640318684534,16.517369324826134,581.1117811245546,597.1666341534811,612.5230599181041
b2,41.20734284901477,0.8259870646354802,40.39818378081873,41.177982640731166,42.011470902110226
A3,110.54644732577836,3.953667961496725,106.59881338502261,110.55191993067743,114.45436751873939
b3,181.94367407263996,9.297270042895507,172.74749678353186,181.94389880998636,191.08942697889205
Pg,229.13674964571882,8.750938906049566,220.6038642478636,228.85633326841727,237.7683097956479
numax,168.3697712056024,0.40171213525391497,167.97460980711315,168.36559279860165,168.765162465085
sigmaEnv,12.141343324533205,0.5619929495561747,11.60810887482215,12.1446566840626,12.684447183499216
lnprob,-224485.37504688653,14.844447771202917,-224485.37309581763,-224480.9398780438,-224478.80890350754
