raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag,DeltaPi1,coupling,eps_g
hlsp_kepseismic_kepler_phot_kplr008144907-80d_kepler_v1_cor-filt-inp.fits,8144907,0.019210085,43522.83067,54953.53965,56424.01032,1.000013897,283.2064375,FALSE,181.6195443,205.2048313,194.7757567,194.7757567,208.9978684,78.35220162,2.667415389,77.51214267,6020.390062,0.983093312,147.05237,56.48459992,1.217057884,218.7791427,212.8411901,212.7977704,17.09374579,-209208.2522,86,17.42538241,0.005212364,2.828957752,1.169079644,0.003674364,0.011720962,3.60E-04,17.42008562,0.006902263,1.171170358,0.004879311,0.017904599,0.001085139,0.060115814,0,84.52640509,0.33922569,0
