parameter,mean,sd,Q16,Q50,Q84
Pn,80.27077343429542,3.0722224452345928,77.58246100505282,80.2841054398324,82.79288891292406
A1,15324.649501670669,3704.2814627860153,10957.537808156103,16400.83280804167,18089.44460176694
b1,1.8465127052730916,0.3279590114422518,1.6539460741353809,1.7401447423007945,1.987043684485489
A2,343.5150186410068,13.648224065150217,332.0776214933653,341.9614606179765,353.75788516638823
b2,43.10896204740148,1.7465255991515252,41.775527918267656,42.96672226895475,44.224435928196364
A3,57.86633835720371,10.155226403155183,55.72633165231199,60.02924256675849,63.77127751480263
b3,193.38724155295742,32.383423214208584,169.40872838264502,186.81358636410124,210.0662735974646
Pg,111.07773940953955,8.72929858217545,104.40822920756993,112.21095376151123,118.66366322137493
numax,165.40464038420808,0.943439485684547,164.66370871883217,165.31112780570473,166.03105188752846
sigmaEnv,12.439929487148643,1.866562809786059,11.183781723086216,11.960811567770918,13.170958360850266
lnprob,-216698.27178719948,64.81436529668619,-216692.64133961822,-216676.47991463362,-216674.17727920678
