raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr010873513-80d_kepler_v1_cor-filt-inp.fits,10873513,0.9113521199118648,626818.7680471126,54964.511802257,56204.3199993307,1.000016480812008,283.2072622313158,TRUE,24.65578400917618,138.01417954404766,99.6177834087211,138.01417954404766,2635.429684223521,1748.399779922879,1.507338146850927,57.77557758475661,1660.4201370950618,111.62806470830463,1373.448138560282,112.5772387852202,5.108067398646941,130.38244654726878,982.9326122560406,99.54396409634889,6.429370395617418,-235024.8256891561,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
