parameter,mean,sd,Q16,Q50,Q84
Pn,73.94498666096736,4.894387152397381,72.08650370373346,74.7865213977864,77.0021365891776
A1,12644.300347504444,4466.288005179758,6689.623360985903,14115.06881252343,16045.588940686612
b1,1.2925398031882533,0.45623978431231565,1.042745130106789,1.1196179197385014,1.4954744947497998
A2,741.4999770374571,20.696921004964647,721.3080267150993,740.7872356633123,761.208296907479
b2,40.137003584976235,1.2958225185867922,39.06725831956726,39.94055935349377,41.02036430112963
A3,143.13809238300678,8.411585494289767,136.0339873506992,144.68858876748396,150.34271741282825
b3,171.77268460678832,23.225398430997757,159.33519708520805,167.77274733157765,177.42198427185016
Pg,269.5044702543698,12.14536930646082,257.9187699975558,270.3535190109836,281.00148411864956
numax,167.24147982493406,0.5071730853436612,166.7972737429386,167.26705769881661,167.70561993833593
sigmaEnv,12.850162996767576,0.7272800429401948,12.207856176621728,12.72896606501591,13.474351537493824
lnprob,-229844.57899090459,80.32372448996469,-229856.9039666055,-229812.80496308365,-229810.38633258754
