frequency,height,linewidth,snr,AIC,amplitude
42.51418873720197,7.32627803643691,NA,NA,4.263649349511979,0.3009672697390831
42.897478569828856,2.7387812992466842,0.011257619419743762,1.5950393727823449,7.565345133545634,0.31122673346709195
43.64325810520367,6.120699420606273,NA,NA,2.709509078904375,0.27509208600320917
44.59369997016052,5.112097906943487,0.0057995814117355856,2.1713078943103437,3.9750776148066507,0.3051917871534475
47.622439962412834,8.360637145840704,NA,NA,3.7229052932962077,0.32151205256366355
47.89739184117308,8.29309247545403,NA,NA,4.710226746614353,0.32021068853687373
48.83228569674336,11.640656408766858,0.009455391702521318,6.648490497896339,39.659146593199694,0.5880353491494584
48.89525447261864,16.784993694395094,0.003935548492663088,NA,11.569432866028365,0.45555221389975964
48.95035215152283,4.196487882605994,0.020106538800572473,3.379862556985366,40.45992421140545,0.5148569518826646
49.00151428192005,17.281124000619293,0.003935548492634666,NA,8.90237919021456,0.46223578424279393
49.068418606302295,11.958239951134873,0.009455391702521318,6.838986962579068,56.21714832673024,0.5960028418696587
54.22627862534582,8.158134698858843,NA,NA,3.386901769787073,0.3175945243820075
54.664768562849,25.205375319610344,0.003934578835998394,NA,62.613711313009844,0.5581753411194021
54.75135062968727,4.494742949090519,0.009455391702521318,2.448969347920721,14.801428057162411,0.3653988100042649
54.89696592391528,11.464716673022387,0.014825115253078624,8.276397443762662,105.47526544028369,0.730727814622444
55.03864566965064,27.260004692629263,0.01835394551685984,22.96614931632968,446.9696781979619,1.2537259599641852
55.18426096387865,15.871496250830221,0.003934578835998394,NA,11.276154886956647,0.44292785943732077
55.36923174303315,4.813855206904425,0.023591723984708168,4.243590111685399,35.99592922141528,0.5973120651866632
56.14210841734795,8.241406610512472,NA,NA,2.672052025776793,0.3192112884792096
57.70463694667225,8.52140499524809,NA,NA,4.947725114780042,0.32458853335671645
58.311190177257195,7.53091273664782,NA,NA,2.855790647572576,0.30514157111959683
59.86590711132879,9.226003476988986,NA,NA,7.206741444515501,0.33774146069558975
60.24312938073878,8.14133953763027,NA,NA,3.8662016425441834,0.3172674398477865
60.3929867078328,17.514343272570063,NA,NA,70.90366271909443,0.46534440763136997
60.875064084248926,6.431668682285573,0.011257619419743762,3.9075065091699965,8.72792808873055,0.47693593936688666
60.95552974715682,12.041339420193202,NA,NA,10.077449869564589,0.38584685931307383
