KIC,numax,numax_std,Deltanu,Deltanu_err,DPi1,dpi_e,dpi_E,q,q_e,q_E,eps_g,eps_g_e,eps_g_E,drot,drot_e,drot_E,feh,mass,mass_std
5771621,154.703,3.094,12.928,0.003,82.51,0.08,0.077,0.152,0.014,0.027,0.179,0.068,0.074,0.0,0.0,0.0,,,
5780614,171.133,3.423,13.493,0.002,81.782,0.018,0.154,0.163,0.061,0.007,0.163,0.138,0.017,0.237,0.187,0.05,-0.17,1.296,0.073
5791045,110.35,2.207,9.71,0.002,77.807,0.188,0.08,0.12,0.02,0.056,0.152,0.154,0.197,0.1,0.006,0.104,0.174,1.118,0.065
5857618,71.386,1.428,6.315,0.003,81.698,0.165,0.018,0.105,0.041,0.095,-0.119,0.06,0.316,0.278,0.005,0.016,0.23,1.744,0.107
5858947,169.178,3.384,14.581,0.002,84.027,0.116,0.152,0.195,0.009,0.021,0.244,0.148,0.092,0.537,0.029,0.008,-0.789,0.913,0.051
5866537,103.853,2.077,8.965,0.003,73.092,0.057,0.072,0.13,0.044,0.016,0.197,0.095,0.052,0.367,0.06,0.035,0.089,1.36,0.079
5866737,66.79,1.336,6.513,0.002,68.487,0.08,0.164,0.119,0.01,0.059,0.056,0.455,0.036,0.0,0.0,0.0,-0.307,1.319,0.08
5867450,165.567,3.311,13.168,0.002,83.33,0.033,0.035,0.136,0.012,0.003,0.175,0.031,0.03,0.37,0.014,0.011,0.365,1.161,0.066
5867802,96.492,1.93,8.615,0.004,72.885,0.009,0.117,0.105,0.018,0.056,0.238,0.164,0.063,0.416,0.015,0.004,,,
5869538,205.404,4.108,15.632,0.005,85.31,0.007,0.062,0.173,0.007,0.006,0.309,0.04,0.004,0.204,0.015,0.008,-0.207,1.271,0.069
5876943,155.612,3.112,12.246,0.003,79.719,0.08,0.004,0.122,0.002,0.015,0.263,0.0,0.084,0.357,0.033,0.002,,,
5879114,222.811,4.456,16.534,0.005,89.223,0.044,0.02,0.168,0.007,0.012,0.136,0.015,0.019,0.301,0.042,0.004,,,
5880056,171.375,3.427,13.571,0.004,81.472,0.052,0.347,0.15,0.022,0.02,0.309,0.3,0.04,0.185,0.029,0.026,,,
5905907,121.564,2.431,10.985,0.002,78.508,0.065,0.049,0.164,0.035,0.028,0.126,0.037,0.093,0.107,0.018,0.07,-0.526,1.006,0.059
5937398,118.707,2.374,10.5,0.003,78.925,0.054,0.048,0.168,0.006,0.017,0.183,0.032,0.039,0.531,0.014,0.018,-0.041,1.028,0.06
5940068,90.994,1.82,8.411,0.002,74.711,0.03,0.018,0.133,0.017,0.01,0.355,0.028,0.047,0.37,0.023,0.034,0.025,1.095,0.064
5940587,103.983,2.08,9.05,0.004,73.213,0.013,0.013,0.167,0.01,0.008,0.082,0.016,0.015,0.62,0.006,0.009,-0.22,1.389,0.082
5951057,78.775,1.575,7.468,0.003,71.368,0.043,0.065,0.164,0.02,0.026,0.089,0.195,0.079,0.396,0.024,0.02,,,
5954815,156.994,3.14,12.28,0.002,80.01,0.905,0.982,0.135,0.02,0.014,0.24,0.049,0.087,0.49,0.012,0.014,0.192,1.347,0.077
5961985,257.798,5.156,17.36,0.008,97.249,0.018,0.069,0.162,0.0,0.007,0.138,0.028,0.01,0.495,0.001,0.024,0.213,1.582,0.093
5963287,199.582,3.992,15.666,0.005,87.483,0.065,0.054,0.155,0.002,0.019,0.256,0.038,0.04,0.0,0.0,0.0,,,
5967194,166.801,3.336,13.083,0.002,80.901,0.041,0.016,0.145,0.004,0.006,0.279,0.015,0.035,0.571,0.012,0.008,0.249,1.251,0.072
5976266,182.288,3.646,14.302,0.003,82.895,0.124,0.146,0.199,0.05,0.012,0.283,0.092,0.104,0.217,0.048,0.018,,,
6019408,144.785,2.896,12.528,0.004,81.964,0.033,0.035,0.154,0.004,0.013,0.008,0.037,0.03,0.272,0.019,0.007,-0.271,1.06,0.067
6021696,199.84,3.997,15.702,0.002,87.616,0.176,0.091,0.163,0.055,0.012,0.331,0.015,0.169,0.318,0.169,0.005,,,
6022709,98.742,1.975,9.001,0.005,75.815,0.02,0.007,0.136,0.008,0.009,0.105,0.013,0.032,0.359,0.008,0.015,,,
6025641,122.279,2.446,9.871,0.003,75.948,0.016,0.213,0.136,0.028,0.018,0.191,0.273,0.026,0.456,0.032,0.031,0.308,1.508,0.09
6033938,163.17,3.263,13.291,0.003,83.132,0.125,0.283,0.154,0.018,0.083,0.193,0.252,0.11,0.361,0.042,0.005,0.048,1.118,0.063
6058104,175.785,3.516,14.069,0.005,83.447,0.006,0.106,0.172,0.02,0.005,0.247,0.088,0.002,0.0,0.0,0.0,-0.296,1.2,0.074
6061867,113.474,2.269,9.99,0.002,76.639,0.01,0.158,0.142,0.012,0.027,0.049,0.223,0.015,0.426,0.035,0.033,-0.243,1.18,0.07
6104433,191.809,3.836,15.344,0.004,87.157,0.068,0.039,0.157,0.008,0.01,0.236,0.029,0.043,0.0,0.0,0.0,,,
6104786,168.501,3.37,13.838,0.003,83.941,0.202,0.103,0.163,0.029,0.021,0.184,0.074,0.167,0.235,0.055,0.026,-0.327,1.091,0.067
6114108,88.265,1.765,7.974,0.003,73.589,0.007,0.007,0.113,0.004,0.005,0.085,0.007,0.011,0.37,0.008,0.001,0.273,1.241,0.074
6116517,117.335,2.347,10.068,0.003,78.743,0.0,0.114,0.151,0.005,0.028,0.189,0.149,0.001,0.552,0.02,0.008,0.38,1.153,0.068
6117517,120.041,2.401,10.115,0.002,76.778,0.037,0.077,0.118,0.02,0.026,0.201,0.098,0.051,0.0,0.0,0.0,0.242,1.256,0.073
6117719,90.273,1.805,8.668,0.002,74.543,0.029,0.072,0.135,0.023,0.025,0.162,0.165,0.021,0.0,0.0,0.0,,,
6118670,132.923,2.658,11.139,0.002,78.285,0.006,0.111,0.138,0.014,0.008,0.197,0.128,0.006,0.324,0.019,0.013,-0.011,1.215,0.07
6119179,172.986,3.46,13.503,0.005,82.353,0.097,0.18,0.129,0.017,0.042,0.257,0.159,0.086,0.0,0.0,0.0,,,
6119774,112.907,2.258,9.704,0.002,74.817,0.161,0.054,0.139,0.02,0.039,0.085,0.198,0.052,0.316,0.013,0.335,-0.046,1.315,0.076
6126808,162.499,3.25,13.101,0.003,82.041,0.006,0.152,0.138,0.009,0.011,0.227,0.137,0.0,0.298,0.058,0.011,0.157,1.17,0.065
6144777,129.515,2.59,10.986,0.003,79.119,0.047,0.14,0.133,0.032,0.04,0.14,0.139,0.026,0.247,0.009,0.019,0.121,1.171,0.066
6185317,112.196,2.244,9.869,0.003,77.1,0.098,0.003,0.145,0.005,0.019,0.185,0.004,0.136,0.416,0.002,0.013,0.0,1.168,0.066
6188073,106.926,2.139,9.215,0.002,75.869,0.036,0.009,0.125,0.011,0.008,0.232,0.021,0.05,0.365,0.009,0.007,0.37,1.243,0.074
6196950,218.286,4.366,16.839,0.004,89.195,0.014,0.204,0.173,0.023,0.008,0.21,0.123,0.006,0.295,0.053,0.015,-0.177,1.136,0.06
6200178,78.365,1.567,6.945,0.001,76.177,0.013,0.077,0.132,0.011,0.009,-0.044,0.166,0.017,0.349,0.006,0.01,-0.211,1.706,0.106
6207510,96.758,1.935,8.478,0.002,73.362,0.002,0.057,0.108,0.007,0.014,0.247,0.091,0.015,0.0,0.0,0.0,0.284,1.325,0.077
6212708,73.147,1.463,6.676,0.001,67.882,0.039,0.034,0.138,0.008,0.057,-0.064,0.018,0.042,0.221,0.026,0.011,-0.336,1.634,0.101
6212838,81.583,1.632,7.98,0.002,73.306,0.032,0.023,0.125,0.019,0.004,0.043,0.043,0.048,0.323,0.031,0.038,-0.372,0.991,0.06
6222408,208.012,4.16,16.449,0.009,88.31,0.047,0.021,0.178,0.003,0.002,0.214,0.013,0.03,0.3,0.005,0.005,,,
6222530,239.385,4.788,17.028,0.003,86.107,0.292,0.003,0.161,0.002,0.028,-0.264,0.001,0.164,0.351,0.018,0.077,0.098,1.361,0.077
6223779,213.719,4.274,15.894,0.005,86.092,0.034,0.05,0.191,0.008,0.007,0.141,0.034,0.019,0.0,0.0,0.0,,,
6225344,102.5,2.05,9.256,0.003,77.089,0.01,0.021,0.108,0.012,0.025,0.248,0.018,0.002,0.0,0.0,0.0,0.05,1.091,0.064
6228590,139.61,2.792,11.842,0.003,80.707,0.102,0.126,0.147,0.014,0.017,0.228,0.072,0.106,0.3,0.058,0.061,-0.015,1.111,0.062
6231096,108.815,2.176,9.384,0.004,74.22,0.049,0.081,0.131,0.02,0.032,0.131,0.097,0.013,0.32,0.039,0.247,-0.116,1.342,0.079
6262579,100.371,2.007,8.751,0.002,74.926,0.016,0.013,0.136,0.014,0.023,0.184,0.01,0.019,0.303,0.013,0.01,0.279,1.277,0.076
6263718,128.681,2.574,11.232,0.003,79.283,0.019,0.263,0.14,0.013,0.021,0.357,0.313,0.021,0.282,0.031,0.029,,,
6263808,84.516,1.69,8.136,0.001,73.999,0.07,0.112,0.136,0.031,0.018,0.127,0.21,0.153,0.0,0.0,0.0,,,
6265768,190.534,3.811,15.184,0.003,86.076,0.189,0.007,0.167,0.001,0.028,0.219,0.0,0.141,0.324,0.014,0.028,,,
6271966,155.834,3.117,12.836,0.003,82.05,0.106,0.141,0.151,0.03,0.047,0.189,0.136,0.094,0.231,0.055,0.028,-0.111,1.155,0.064
6273090,241.876,4.838,16.072,0.005,73.647,0.093,0.326,0.115,0.008,0.038,0.194,0.24,0.052,0.371,0.091,0.146,0.14,1.861,0.115
6276645,97.686,1.954,8.756,0.003,73.903,0.043,0.005,0.126,0.005,0.019,0.142,0.003,0.068,0.439,0.007,0.023,-0.115,1.261,0.074
6280636,127.844,2.557,10.875,0.003,79.154,0.011,0.032,0.149,0.008,0.014,0.247,0.04,0.009,0.482,0.008,0.013,,,
6289002,128.497,2.57,11.126,0.003,78.712,0.03,0.033,0.15,0.01,0.013,0.233,0.041,0.035,0.339,0.014,0.018,-0.323,1.133,0.065
6304807,200.451,4.009,14.961,0.004,83.413,0.028,0.143,0.124,0.006,0.01,0.274,0.097,0.028,0.33,0.002,0.028,0.216,1.295,0.073
6311283,214.668,4.293,15.937,0.006,86.044,0.086,0.0,0.131,0.007,0.005,0.098,0.0,0.059,0.0,0.0,0.0,0.156,1.266,0.071
6341990,125.175,2.503,10.853,0.002,79.821,0.041,0.025,0.132,0.004,0.009,0.146,0.033,0.045,0.361,0.009,0.006,0.046,1.062,0.062
6350696,188.614,3.772,14.241,0.002,81.603,0.076,0.178,0.143,0.009,0.002,0.241,0.146,0.069,0.478,0.001,0.022,0.194,1.341,0.076
6352407,236.894,4.738,17.178,0.005,87.648,0.038,0.058,0.136,0.005,0.008,0.161,0.027,0.027,0.347,0.026,0.011,,,
6358695,106.505,2.13,9.258,0.003,75.522,0.014,0.23,0.127,0.009,0.05,0.114,0.359,0.017,0.489,0.043,0.035,0.167,1.249,0.074
6359454,147.317,2.946,12.284,0.003,80.686,0.06,0.068,0.168,0.038,0.02,0.136,0.072,0.052,0.0,0.0,0.0,-0.36,1.188,0.073
6360104,82.133,1.643,8.037,0.002,73.921,0.087,0.083,0.151,0.01,0.035,-0.06,0.161,0.165,0.42,0.027,0.027,-0.372,0.961,0.06
6369548,117.52,2.35,9.902,0.002,75.264,0.037,0.053,0.122,0.006,0.017,0.202,0.07,0.054,0.405,0.016,0.009,0.184,1.335,0.077
6380975,152.503,3.05,12.387,0.003,80.395,0.072,0.178,0.131,0.032,0.043,0.183,0.179,0.07,0.21,0.064,0.033,0.082,1.196,0.067
6391933,172.958,3.459,14.168,0.003,85.0,0.043,0.076,0.153,0.008,0.015,0.183,0.054,0.036,0.355,0.028,0.017,-0.146,1.012,0.056
6424157,100.094,2.002,8.866,0.002,73.831,0.039,0.114,0.118,0.02,0.027,0.124,0.179,0.073,0.0,0.0,0.0,0.02,1.287,0.073
6424320,109.257,2.185,9.897,0.003,76.4,0.017,0.013,0.169,0.02,0.007,0.247,0.018,0.027,0.323,0.013,0.008,,,
6424515,139.685,2.794,11.501,0.001,78.312,0.006,0.058,0.166,0.012,0.009,0.246,0.055,0.008,0.629,0.026,0.014,,,
6425377,159.644,3.193,12.95,0.003,81.165,0.048,0.136,0.139,0.011,0.036,0.173,0.115,0.034,0.36,0.018,0.055,,,
6431097,177.008,3.54,14.183,0.003,83.302,0.069,0.072,0.146,0.006,0.004,0.203,0.061,0.024,0.2,0.0,0.01,,,
6435623,222.068,4.441,16.786,0.003,91.742,0.115,0.08,0.19,0.006,0.088,0.16,0.034,0.086,0.308,0.015,0.192,,,
6435786,142.083,2.842,11.831,0.001,79.713,0.031,0.044,0.143,0.014,0.003,0.2,0.058,0.03,0.345,0.013,0.007,0.042,1.176,0.067
6437547,138.164,2.763,10.666,0.003,102.263,0.067,0.262,0.145,0.02,0.046,0.185,0.167,0.045,0.299,0.031,0.027,0.004,1.771,0.109
6441442,149.81,2.996,12.024,0.003,78.459,0.013,0.009,0.131,0.004,0.006,0.215,0.006,0.013,0.285,0.013,0.0,0.046,1.294,0.076
6448299,208.524,4.17,15.133,0.001,81.724,0.017,0.003,0.138,0.004,0.005,-0.05,0.0,0.009,0.0,0.0,0.0,,,
6450868,135.955,2.719,11.404,0.004,78.038,0.049,0.027,0.164,0.029,0.016,0.333,0.012,0.058,0.641,0.018,0.031,,,
6451273,229.428,4.589,17.26,0.004,90.006,0.003,0.033,0.156,0.002,0.004,0.275,0.015,0.001,0.465,0.004,0.008,,,
6469446,142.711,2.854,12.278,0.002,81.9,0.026,0.578,0.157,0.013,0.015,0.052,0.319,0.023,0.45,0.045,0.027,-0.2,1.01,0.056
6502598,139.695,2.794,11.835,0.002,80.367,0.055,0.035,0.142,0.01,0.012,0.253,0.023,0.066,0.288,0.01,0.011,,,
6504978,210.47,4.209,15.541,0.004,84.687,0.073,0.086,0.155,0.01,0.009,0.251,0.06,0.044,0.0,0.0,0.0,0.218,1.319,0.074
6507794,205.222,4.104,16.264,0.002,88.124,0.018,0.055,0.176,0.006,0.005,0.34,0.029,0.01,0.0,0.0,0.0,-0.216,0.984,0.054
6579495,86.237,1.725,8.159,0.002,73.429,0.018,0.027,0.162,0.008,0.03,0.367,0.026,0.025,0.357,0.017,0.01,-0.078,1.118,0.064
6584555,170.41,3.408,13.406,0.003,83.627,0.191,0.344,0.135,0.035,0.037,0.14,0.295,0.15,0.319,0.081,0.019,0.38,1.204,0.069
6592034,147.291,2.946,12.595,0.003,82.515,0.038,0.113,0.157,0.024,0.013,0.217,0.123,0.035,0.0,0.0,0.0,-0.233,0.996,0.056
6612102,139.458,2.789,11.786,0.003,81.209,0.007,0.219,0.142,0.027,0.029,0.126,0.234,0.005,0.187,0.029,0.027,0.083,1.091,0.061
6620586,163.054,3.261,12.443,0.004,68.258,0.018,0.244,0.118,0.028,0.08,0.47,0.261,0.03,0.144,0.043,0.11,,,
6633766,147.527,2.951,11.648,0.001,73.367,0.111,0.135,0.094,0.016,0.043,0.177,0.139,0.143,0.101,0.022,0.052,,,
6665058,107.713,2.154,9.763,0.002,77.643,0.031,0.022,0.147,0.007,0.021,0.181,0.029,0.055,0.501,0.008,0.01,-0.139,1.008,0.06
6678433,110.109,2.202,9.182,0.002,74.947,0.037,0.085,0.124,0.024,0.018,0.212,0.143,0.023,0.392,0.027,0.064,-0.133,1.592,0.096
6680023,166.103,3.322,13.414,0.004,83.958,0.275,0.514,0.135,0.007,0.087,0.317,0.34,0.184,0.268,0.076,0.356,,,
6689517,215.334,4.307,16.477,0.003,88.897,0.039,0.13,0.163,0.004,0.004,0.133,0.077,0.023,0.34,0.004,0.014,0.111,1.062,0.059
6690139,116.198,2.324,9.643,0.001,66.145,0.011,0.074,0.087,0.012,0.028,0.278,0.104,0.002,0.139,0.025,0.026,-0.263,1.528,0.091
6690894,195.07,3.901,14.884,0.007,84.899,0.136,0.104,0.152,0.032,0.013,0.123,0.082,0.08,0.247,0.082,0.03,,,
6720334,209.87,4.197,15.593,0.006,84.584,0.251,0.319,0.168,0.023,0.111,0.128,0.203,0.158,0.0,0.0,0.0,-0.191,1.385,0.078
6751562,169.956,3.399,13.542,0.004,84.451,0.031,0.025,0.138,0.019,0.01,0.251,0.016,0.023,0.305,0.027,0.018,,,
6752116,82.816,1.656,7.934,0.002,73.66,0.025,0.169,0.103,0.007,0.056,0.387,0.295,0.083,0.0,0.0,0.0,-0.129,1.071,0.063
6756156,159.411,3.188,13.609,0.004,83.697,0.016,0.038,0.164,0.003,0.014,0.146,0.023,0.018,0.345,0.009,0.014,,,
6762465,101.902,2.038,9.268,0.003,75.955,0.025,0.014,0.151,0.012,0.012,-0.004,0.015,0.038,0.319,0.024,0.023,,,
6764685,121.547,2.431,10.059,0.001,75.76,0.008,0.036,0.126,0.006,0.013,0.236,0.04,0.015,0.371,0.01,0.008,0.226,1.356,0.08
6767165,88.234,1.765,8.04,0.003,72.829,0.086,0.072,0.12,0.028,0.021,0.132,0.043,0.126,0.419,0.045,0.039,,,
6774693,99.372,1.987,8.754,0.001,73.039,0.044,0.015,0.121,0.012,0.018,0.261,0.012,0.023,0.268,0.045,0.012,0.032,1.312,0.077
6776349,128.341,2.567,11.155,0.004,78.833,0.002,0.069,0.167,0.004,0.009,0.02,0.008,0.095,0.239,0.0,0.212,,,
6776396,142.962,2.859,11.835,0.003,78.947,0.135,0.018,0.138,0.03,0.01,0.181,0.009,0.145,0.294,0.019,0.038,-0.108,1.244,0.07
6779699,88.285,1.766,8.03,0.001,74.465,0.023,0.018,0.118,0.002,0.02,0.25,0.039,0.023,0.341,0.01,0.007,0.317,1.196,0.072
6785068,88.949,1.779,8.095,0.002,71.763,0.013,0.016,0.122,0.008,0.013,0.23,0.011,0.017,0.91,0.024,0.016,,,
6793808,91.037,1.821,8.452,0.003,75.088,0.073,0.201,0.119,0.003,0.025,0.335,0.358,0.138,0.0,0.0,0.0,,,
6837573,134.691,2.694,11.498,0.003,79.423,0.175,0.01,0.15,0.005,0.115,0.262,0.007,0.135,0.214,0.009,0.016,-0.228,1.173,0.066
6841793,192.482,3.85,14.615,0.004,84.041,0.005,0.237,0.132,0.002,0.056,0.281,0.169,0.004,0.289,0.044,0.007,0.334,1.258,0.071
6847876,102.942,2.059,9.401,0.002,78.198,0.061,0.088,0.153,0.033,0.025,-0.1,0.088,0.11,0.0,0.0,0.0,,,
6853977,94.855,1.897,8.374,0.003,70.961,0.062,0.033,0.108,0.043,0.117,-0.353,0.114,0.033,0.464,0.042,0.02,,,
6859803,170.125,3.403,13.53,0.002,81.967,0.022,0.049,0.153,0.009,0.009,0.259,0.045,0.017,0.577,0.028,0.012,-0.245,1.27,0.073
6860649,112.364,2.247,9.8,0.004,76.163,0.067,0.017,0.16,0.01,0.009,0.159,0.025,0.091,0.582,0.011,0.007,0.185,1.168,0.067
6863899,101.654,2.033,9.263,0.001,75.907,0.008,0.036,0.162,0.016,0.008,0.317,0.052,0.007,0.371,0.006,0.027,-0.152,1.096,0.064
6868144,104.54,2.091,8.963,0.002,73.532,0.018,0.008,0.138,0.009,0.003,0.391,0.018,0.021,0.356,0.01,0.004,,,
6875474,92.52,1.85,8.872,0.002,75.015,0.017,0.009,0.143,0.01,0.006,0.169,0.018,0.019,0.34,0.006,0.007,-0.451,0.946,0.058
6876162,81.8,1.636,7.099,0.002,66.86,0.036,0.114,0.126,0.014,0.037,-0.2,0.3,0.078,0.32,0.023,0.013,0.082,1.659,0.103
6879830,190.126,3.803,14.869,0.004,85.152,0.018,0.075,0.15,0.004,0.003,0.229,0.06,0.007,0.464,0.007,0.017,0.03,1.163,0.064
6924105,104.305,2.086,10.052,0.004,74.563,0.162,0.047,0.236,0.037,0.038,0.091,0.093,0.259,0.501,0.037,0.015,-1.141,0.975,0.055
6925109,189.037,3.781,15.435,0.006,86.641,0.008,0.076,0.196,0.02,0.003,0.261,0.055,0.004,0.297,0.008,0.027,-0.497,0.933,0.054
6925158,92.744,1.855,7.896,0.001,70.667,0.031,0.01,0.124,0.009,0.015,-0.366,0.009,0.05,0.388,0.002,0.013,0.111,1.614,0.098
6928997,122.53,2.451,9.974,0.001,77.106,0.069,0.085,0.123,0.017,0.045,0.137,0.097,0.094,0.0,0.0,0.0,0.193,1.459,0.086
6937017,96.809,1.936,8.054,0.002,70.729,0.043,0.012,0.109,0.013,0.022,0.059,0.04,0.058,0.331,0.015,0.02,-0.183,1.785,0.111
6947706,95.338,1.907,8.654,0.001,73.354,0.14,0.009,0.131,0.021,0.047,-0.14,0.01,0.243,0.0,0.0,0.0,-0.354,1.266,0.074
6951121,199.344,3.987,14.734,0.007,83.267,0.044,0.012,0.144,0.006,0.006,0.199,0.005,0.036,0.0,0.0,0.0,,,
7009245,107.471,2.149,9.507,0.002,75.061,0.019,0.011,0.137,0.009,0.012,0.183,0.011,0.028,0.3,0.009,0.008,-0.266,1.253,0.073
7014126,147.453,2.949,12.705,0.003,81.624,0.231,0.224,0.169,0.023,0.033,0.192,0.238,0.114,0.268,0.015,0.275,,,
7018212,152.595,3.052,12.588,0.003,82.722,0.135,0.141,0.14,0.009,0.011,0.213,0.254,0.007,0.374,0.014,0.018,,,
7018515,103.11,2.062,9.212,0.002,76.896,0.008,0.189,0.111,0.02,0.041,0.32,0.265,0.009,0.0,0.0,0.0,0.218,1.11,0.065
7025935,79.733,1.595,7.674,0.002,72.847,0.02,0.14,0.095,0.026,0.023,0.161,0.271,0.032,0.0,0.0,0.0,,,
7033225,196.816,3.936,15.175,0.005,86.17,0.052,0.269,0.153,0.024,0.053,0.237,0.16,0.033,0.227,0.042,0.111,,,
7041245,113.078,2.262,9.805,0.002,76.119,0.033,0.086,0.138,0.013,0.032,0.141,0.125,0.019,0.387,0.031,0.02,0.02,1.235,0.071
7042040,144.333,2.887,11.548,0.003,77.663,0.2,0.066,0.12,0.01,0.181,0.048,0.081,0.132,0.342,0.056,0.019,0.136,1.366,0.078
7049771,174.093,3.482,13.174,0.002,80.241,0.017,0.051,0.133,0.009,0.004,0.189,0.046,0.017,0.39,0.01,0.009,0.165,1.45,0.085
7060732,131.544,2.631,10.94,0.002,77.73,0.024,0.126,0.123,0.007,0.013,0.187,0.159,0.026,0.327,0.01,0.017,,,
7090867,97.327,1.947,8.703,0.002,74.72,0.069,0.012,0.177,0.06,0.034,0.17,0.023,0.096,0.574,0.081,0.001,,,
7092127,113.564,2.271,9.816,0.002,77.739,0.091,0.032,0.128,0.025,0.017,-0.403,0.057,0.12,0.0,0.0,0.0,0.24,1.168,0.069
7107419,112.042,2.241,10.213,0.003,77.681,0.063,0.072,0.172,0.015,0.027,0.214,0.1,0.087,0.569,0.028,0.012,,,
7108511,225.067,4.501,16.94,0.002,89.478,0.008,0.085,0.167,0.008,0.005,0.322,0.048,0.004,0.536,0.01,0.013,,,
7118457,147.598,2.952,11.616,0.002,80.019,0.01,0.019,0.121,0.004,0.007,0.2,0.016,0.012,0.323,0.008,0.018,,,
7128663,92.676,1.854,7.721,0.003,86.513,0.015,0.057,0.138,0.01,0.0,0.075,0.072,0.015,0.291,0.002,0.005,0.122,1.788,0.111
7131794,106.631,2.133,8.759,0.001,78.077,0.056,0.069,0.128,0.01,0.016,0.029,0.098,0.076,0.34,0.005,0.011,,,
7136854,106.612,2.132,9.322,0.002,75.95,0.014,0.065,0.125,0.013,0.007,0.142,0.117,0.007,0.343,0.01,0.013,,,
7178170,86.364,1.727,8.394,0.003,74.193,0.003,0.024,0.138,0.003,0.007,-0.054,0.043,0.0,0.393,0.001,0.017,-0.467,0.952,0.058
7186744,108.742,2.175,9.673,0.003,76.618,0.073,0.019,0.155,0.016,0.008,0.064,0.029,0.102,0.425,0.014,0.009,,,
7188662,110.528,2.211,9.417,0.003,73.966,0.032,0.224,0.112,0.003,0.06,0.176,0.071,0.25,0.121,0.034,0.021,-0.006,1.383,0.081
7189418,114.999,2.3,10.196,0.002,77.839,0.042,0.05,0.142,0.011,0.013,0.283,0.065,0.062,0.358,0.009,0.008,0.063,1.092,0.061
7198587,176.919,3.538,13.741,0.005,81.261,0.061,0.021,0.132,0.003,0.013,0.244,0.012,0.058,0.337,0.019,0.011,0.15,1.315,0.072
7207127,196.065,3.921,14.737,0.005,84.054,0.022,0.102,0.131,0.006,0.008,0.274,0.072,0.018,0.172,0.01,0.009,,,
7217530,186.43,3.729,14.903,0.005,86.529,0.006,0.02,0.155,0.005,0.003,0.229,0.013,0.006,0.335,0.006,0.006,,,
7218915,116.123,2.322,10.1,0.003,76.11,0.015,0.082,0.133,0.0,0.026,0.048,0.127,0.037,0.254,0.03,0.0,-0.283,1.278,0.075
7257175,80.421,1.608,8.078,0.003,72.973,0.017,0.047,0.162,0.024,0.028,0.032,0.071,0.042,0.388,0.021,0.022,,,
7258188,199.428,3.989,15.239,0.009,84.737,0.011,0.042,0.169,0.004,0.009,0.339,0.028,0.008,0.0,0.0,0.0,,,
7265189,85.34,1.707,8.533,0.004,72.58,0.023,0.02,0.162,0.009,0.012,0.075,0.027,0.031,0.347,0.024,0.02,-0.892,1.001,0.055
7270385,113.002,2.26,9.865,0.003,75.608,0.109,0.087,0.16,0.02,0.023,0.154,0.098,0.145,0.429,0.038,0.034,-0.33,1.257,0.074
7283405,70.14,1.403,6.286,0.002,69.52,0.024,0.003,0.109,0.009,0.006,-0.168,0.008,0.067,0.106,0.003,0.002,-0.055,1.802,0.113
7288938,86.297,1.726,7.57,0.002,73.049,0.102,0.011,0.187,0.034,0.004,-0.226,0.016,0.084,0.632,0.068,0.017,,,
7292720,185.678,3.714,14.643,0.004,84.654,0.114,0.019,0.156,0.025,0.012,0.257,0.011,0.082,0.322,0.048,0.026,,,
7295725,87.357,1.747,7.578,0.002,74.31,0.015,0.029,0.129,0.02,0.021,0.244,0.04,0.03,0.381,0.012,0.017,-0.012,1.62,0.096
7302117,216.708,4.334,15.505,0.003,85.479,0.009,0.021,0.169,0.007,0.003,0.135,0.009,0.008,0.463,0.018,0.011,-0.097,1.548,0.088
7348314,84.95,1.699,7.855,0.002,72.509,0.043,0.018,0.109,0.012,0.035,0.27,0.03,0.05,0.276,0.035,0.022,0.037,1.208,0.071
7348956,186.817,3.736,14.614,0.004,84.405,0.131,0.111,0.176,0.016,0.01,-0.067,0.086,0.101,0.306,0.016,0.024,,,
7350897,130.436,2.609,11.122,0.002,77.841,0.042,0.123,0.162,0.013,0.017,0.194,0.168,0.028,0.573,0.02,0.017,-0.359,1.272,0.072
7376659,114.033,2.281,10.081,0.003,77.649,0.097,0.019,0.135,0.017,0.022,0.11,0.008,0.115,0.347,0.076,0.034,-0.063,1.093,0.063
7377547,218.573,4.371,16.579,0.004,89.237,0.028,0.06,0.137,0.005,0.025,0.203,0.028,0.022,0.332,0.039,0.02,,,
7387808,121.297,2.426,9.822,0.002,75.008,0.015,0.011,0.11,0.003,0.002,0.28,0.016,0.018,0.339,0.004,0.002,,,
7430666,125.732,2.515,10.784,0.004,78.614,0.016,0.072,0.142,0.01,0.015,0.207,0.1,0.012,0.388,0.013,0.016,,,
7439931,248.559,4.971,17.248,0.005,85.29,0.174,0.109,0.16,0.015,0.018,0.218,0.059,0.096,0.235,0.059,0.063,-0.078,1.521,0.086
7446296,68.445,1.369,6.691,0.002,69.098,0.034,0.008,0.157,0.015,0.016,0.095,0.037,0.079,0.386,0.009,0.006,-0.387,1.263,0.076
7450230,217.047,4.341,16.792,0.004,89.198,0.056,0.604,0.161,0.025,0.037,0.299,0.275,0.004,0.331,0.113,0.361,-0.118,1.018,0.056
7468295,205.166,4.103,15.854,0.009,87.67,0.162,0.068,0.163,0.008,0.069,0.043,0.016,0.125,0.347,0.084,0.013,,,
7468893,91.373,1.827,7.757,0.002,84.048,0.31,0.009,0.129,0.018,0.028,0.077,0.048,0.119,0.313,0.047,0.036,-0.055,1.744,0.107
