KIC,numax,numax_std,Deltanu,Deltanu_err,DPi1,dpi_e,dpi_E,q,q_e,q_E,eps_g,eps_g_e,eps_g_E,drot,drot_e,drot_E,feh,mass,mass_std
8538793,128.61,2.572,11.148,0.003,79.955,0.101,0.032,0.148,0.012,0.046,0.247,0.089,0.039,0.443,0.04,0.025,-0.039,1.043,0.059
8543569,97.778,1.956,8.927,0.002,75.123,0.018,0.003,0.136,0.002,0.005,0.224,0.008,0.015,0.549,0.001,0.012,0.005,1.12,0.065
8545504,110.559,2.211,9.214,0.002,74.971,0.023,0.044,0.119,0.005,0.019,0.081,0.052,0.045,0.303,0.012,0.015,-0.114,1.552,0.093
8555599,63.159,1.263,6.334,0.002,71.05,0.025,0.008,0.103,0.004,0.009,-0.203,0.023,0.015,0.257,0.017,0.005,0.051,1.091,0.067
8564157,167.556,3.351,13.385,0.005,81.859,0.219,0.114,0.149,0.016,0.025,0.229,0.087,0.081,0.296,0.01,0.281,-0.152,1.296,0.072
8564976,100.937,2.019,9.536,0.002,77.058,0.046,0.021,0.171,0.042,0.01,0.139,0.009,0.051,0.544,0.039,0.03,-0.233,0.932,0.054
8574234,119.37,2.387,10.557,0.003,77.788,0.075,0.075,0.149,0.066,0.04,0.098,0.055,0.103,0.0,0.0,0.0,-0.087,1.058,0.06
8579095,151.777,3.036,11.927,0.003,78.346,0.108,0.176,0.119,0.027,0.014,0.176,0.193,0.105,0.288,0.026,0.022,0.289,1.367,0.079
8583313,149.774,2.995,12.819,0.003,82.719,0.018,0.016,0.152,0.008,0.008,0.23,0.014,0.012,0.363,0.011,0.009,-0.282,0.95,0.054
8605197,110.821,2.216,9.733,0.002,77.258,0.015,0.068,0.135,0.007,0.025,0.204,0.099,0.016,0.376,0.012,0.022,0.094,1.145,0.067
8607365,84.702,1.694,7.466,0.002,71.196,0.012,0.035,0.137,0.018,0.01,-0.228,0.067,0.019,0.371,0.012,0.008,0.221,1.487,0.09
8609482,144.395,2.888,11.798,0.003,80.346,0.031,0.104,0.126,0.024,0.031,0.178,0.08,0.034,0.173,0.052,0.053,0.29,1.192,0.069
8611394,106.791,2.136,9.614,0.002,76.452,0.102,0.05,0.133,0.027,0.034,0.098,0.062,0.148,0.0,0.0,0.0,-0.15,1.121,0.064
8612480,93.366,1.867,8.36,0.002,74.239,0.015,0.013,0.107,0.001,0.015,0.331,0.037,0.011,0.304,0.013,0.022,0.313,1.236,0.072
8613617,170.511,3.41,13.57,0.003,81.72,0.042,0.013,0.152,0.006,0.004,0.258,0.01,0.033,0.231,0.011,0.011,-0.097,1.225,0.069
8620380,141.508,2.83,11.541,0.005,77.761,0.001,0.15,0.138,0.014,0.005,0.27,0.173,0.002,0.464,0.011,0.014,0.107,1.292,0.073
8620872,119.088,2.382,10.203,0.002,76.627,0.057,0.096,0.117,0.03,0.044,0.157,0.126,0.095,0.0,0.0,0.0,0.039,1.229,0.071
8623565,95.851,1.917,8.475,0.002,72.543,0.026,0.016,0.171,0.007,0.019,-0.02,0.007,0.046,0.627,0.027,0.006,-0.019,1.369,0.079
8623655,82.73,1.655,7.974,0.003,73.256,0.015,0.036,0.152,0.039,0.004,0.036,0.081,0.011,0.244,0.006,0.012,,,
8630459,189.533,3.791,15.037,0.004,86.722,0.002,0.08,0.158,0.003,0.004,0.249,0.058,0.001,0.471,0.009,0.006,,,
8630587,146.175,2.924,11.931,0.001,79.186,0.006,0.316,0.138,0.011,0.008,0.185,0.325,0.008,0.34,0.006,0.041,0.096,1.244,0.071
8636389,108.433,2.169,9.709,0.004,76.018,0.025,0.064,0.138,0.011,0.021,0.124,0.084,0.035,0.252,0.017,0.024,-0.32,1.203,0.072
8648759,173.427,3.469,14.077,0.004,83.591,0.061,0.066,0.171,0.016,0.014,0.223,0.039,0.067,0.0,0.0,0.0,-0.37,1.145,0.067
8673261,125.224,2.504,10.274,0.002,78.53,0.013,0.212,0.122,0.019,0.016,0.223,0.219,0.029,0.312,0.052,0.025,,,
8674172,125.819,2.516,11.018,0.002,79.154,0.179,0.083,0.144,0.044,0.034,0.057,0.07,0.199,0.0,0.0,0.0,-0.215,1.052,0.061
8678638,189.961,3.799,14.817,0.002,85.008,0.007,0.343,0.144,0.015,0.038,0.312,0.245,0.004,0.317,0.082,0.027,,,
8686904,121.589,2.432,10.421,0.003,76.708,0.002,0.024,0.123,0.003,0.011,0.099,0.024,0.001,0.387,0.007,0.007,0.008,1.238,0.07
8688421,154.089,3.082,12.194,0.002,77.607,0.122,0.067,0.156,0.045,0.025,0.145,0.068,0.135,0.0,0.0,0.0,-0.338,1.458,0.085
8694617,99.61,1.992,9.078,0.002,72.764,0.011,0.015,0.141,0.005,0.005,0.053,0.022,0.012,0.384,0.009,0.007,-0.051,1.104,0.065
8718745,128.917,2.578,11.403,0.001,80.088,0.101,0.079,0.151,0.016,0.049,0.213,0.061,0.078,0.455,0.262,0.026,-0.323,0.961,0.055
8733697,216.989,4.34,16.118,0.006,87.85,0.002,0.015,0.149,0.001,0.003,0.182,0.006,0.002,0.46,0.007,0.003,,,
8742229,103.165,2.063,8.587,0.003,80.454,0.046,0.073,0.13,0.02,0.029,0.091,0.096,0.067,0.0,0.0,0.0,-0.066,1.679,0.102
8742545,142.266,2.845,12.28,0.003,81.208,0.042,0.083,0.148,0.015,0.019,0.268,0.084,0.032,0.0,0.0,0.0,-0.288,1.051,0.057
8742912,106.514,2.13,8.975,0.002,71.67,0.049,0.058,0.103,0.074,0.103,0.082,0.144,0.039,0.806,0.008,0.009,,,
8766846,161.619,3.232,13.126,0.004,81.864,0.014,0.015,0.141,0.005,0.009,0.339,0.011,0.011,0.289,0.009,0.011,0.064,1.193,0.065
8806387,102.897,2.058,9.039,0.002,74.546,0.024,0.192,0.121,0.028,0.037,0.163,0.36,0.004,0.0,0.0,0.0,,,
8807777,80.959,1.619,7.617,0.004,74.402,0.039,0.033,0.153,0.009,0.022,0.094,0.055,0.074,0.329,0.007,0.007,,,
8813618,130.705,2.614,11.291,0.002,79.705,0.016,0.088,0.151,0.012,0.01,0.195,0.101,0.022,0.367,0.02,0.01,-0.026,1.069,0.06
8815517,86.833,1.737,8.246,0.003,73.893,0.001,0.163,0.137,0.022,0.034,0.105,0.274,0.023,0.399,0.054,0.03,,,
8816007,207.535,4.151,15.654,0.006,85.828,0.062,0.007,0.144,0.001,0.011,0.287,0.004,0.043,0.295,0.012,0.01,0.067,1.222,0.069
8819552,120.489,2.41,10.279,0.002,77.597,0.07,0.051,0.124,0.016,0.007,0.215,0.08,0.073,0.322,0.022,0.017,,,
8823626,79.369,1.587,7.923,0.002,72.745,0.008,0.007,0.129,0.008,0.0,0.074,0.001,0.008,0.385,0.008,0.006,,,
8827853,156.384,3.128,12.982,0.003,82.397,0.32,0.038,0.148,0.018,0.025,0.233,0.043,0.14,0.339,0.063,0.038,,,
8838230,179.372,3.587,14.008,0.004,82.955,0.069,0.047,0.144,0.012,0.022,0.204,0.043,0.048,0.127,0.018,0.037,0.037,1.245,0.071
8866860,138.056,2.761,11.624,0.002,80.806,0.117,0.057,0.138,0.019,0.014,0.185,0.075,0.114,0.285,0.015,0.019,0.207,1.105,0.062
8867239,87.607,1.752,8.334,0.003,74.762,0.103,0.147,0.116,0.023,0.033,0.262,0.118,0.176,0.0,0.0,0.0,,,
8869611,96.344,1.927,8.865,0.002,75.63,0.001,0.102,0.148,0.013,0.016,0.065,0.176,0.007,0.493,0.017,0.012,-0.078,1.068,0.063
8872890,161.711,3.234,13.098,0.003,81.835,0.018,0.023,0.133,0.003,0.014,0.318,0.013,0.015,0.341,0.006,0.011,,,
8892050,206.109,4.122,15.252,0.005,84.832,0.357,0.059,0.128,0.005,0.061,-0.048,0.011,0.279,0.0,0.0,0.0,,,
8893087,117.885,2.358,10.345,0.004,78.802,0.004,0.158,0.149,0.016,0.006,0.124,0.218,0.003,0.364,0.013,0.013,-0.086,1.07,0.064
8914107,154.797,3.096,12.444,0.003,79.304,0.004,0.303,0.153,0.036,0.019,0.209,0.314,0.001,0.212,0.045,0.026,-0.089,1.293,0.073
8936347,74.119,1.482,7.047,0.002,71.154,0.044,0.117,0.089,0.014,0.051,0.084,0.196,0.151,0.0,0.0,0.0,0.079,1.227,0.074
8946951,106.117,2.122,9.111,0.003,72.344,0.021,0.161,0.117,0.017,0.037,0.036,0.264,0.056,0.0,0.0,0.0,,,
8957693,135.463,2.709,10.859,0.001,79.006,0.013,0.045,0.129,0.012,0.005,0.19,0.026,0.011,0.307,0.018,0.03,-0.088,1.475,0.088
8957944,113.946,2.279,9.515,0.002,74.132,0.023,0.015,0.13,0.006,0.003,0.158,0.038,0.02,0.389,0.003,0.015,-0.068,1.501,0.089
8981783,182.22,3.644,13.986,0.004,82.133,0.014,0.32,0.141,0.015,0.01,0.161,0.252,0.014,0.432,0.055,0.015,0.184,1.264,0.072
8984355,188.741,3.775,14.314,0.003,82.778,0.127,0.015,0.136,0.01,0.007,0.214,0.016,0.095,0.333,0.032,0.012,0.238,1.274,0.073
9018640,110.089,2.202,9.752,0.002,76.035,0.012,0.173,0.139,0.011,0.013,0.134,0.273,0.011,0.222,0.027,0.01,,,
9018790,106.615,2.132,9.407,0.001,74.754,0.015,0.129,0.127,0.006,0.017,0.214,0.197,0.026,0.325,0.011,0.01,,,
9031549,72.397,1.448,7.127,0.002,70.755,0.057,0.068,0.116,0.013,0.026,0.057,0.252,0.062,0.0,0.0,0.0,-0.348,1.153,0.068
9031798,111.971,2.239,9.912,0.002,76.631,0.007,0.017,0.133,0.002,0.011,0.245,0.026,0.008,0.169,0.012,0.008,-0.174,1.178,0.068
9071153,116.882,2.338,9.962,0.002,76.69,0.019,0.006,0.147,0.013,0.007,0.052,0.009,0.023,0.613,0.007,0.005,0.086,1.253,0.072
9074137,156.71,3.134,12.879,0.002,82.275,0.046,0.028,0.14,0.006,0.032,0.118,0.027,0.039,0.46,0.018,0.05,-0.076,1.145,0.064
9074792,111.536,2.231,9.751,0.004,77.47,0.032,0.029,0.14,0.016,0.017,0.199,0.033,0.039,0.37,0.018,0.018,,,
9075872,157.291,3.146,13.207,0.003,82.724,0.052,0.105,0.181,0.044,0.039,0.149,0.045,0.081,0.282,0.025,0.027,-0.373,1.071,0.065
9084281,93.96,1.879,8.764,0.003,74.731,0.03,0.027,0.139,0.008,0.019,-0.025,0.054,0.014,0.271,0.014,0.016,,,
9086187,110.304,2.206,9.871,0.002,76.347,0.09,0.137,0.141,0.034,0.031,0.113,0.124,0.069,0.0,0.0,0.0,-0.342,1.181,0.068
9091127,84.546,1.691,8.001,0.003,73.256,0.008,0.01,0.149,0.004,0.01,0.152,0.009,0.027,0.378,0.007,0.006,,,
9100548,121.579,2.432,10.905,0.003,78.696,0.024,0.099,0.147,0.013,0.03,0.116,0.138,0.023,0.28,0.039,0.031,-0.435,0.992,0.059
9109244,180.664,3.613,13.764,0.004,82.128,0.224,0.015,0.19,0.049,0.001,0.076,0.002,0.142,0.522,0.031,0.01,0.027,1.37,0.078
9119915,147.812,2.956,12.576,0.001,81.628,0.01,0.057,0.158,0.006,0.008,0.23,0.061,0.008,0.35,0.005,0.013,-0.296,1.051,0.059
9137958,97.717,1.954,9.123,0.003,75.097,0.014,0.011,0.157,0.007,0.01,0.066,0.01,0.006,0.282,0.011,0.011,,,
9145781,244.075,4.881,17.668,0.005,88.63,0.021,0.044,0.171,0.008,0.006,0.269,0.025,0.01,0.269,0.013,0.013,0.051,1.259,0.069
9145861,133.008,2.66,10.863,0.002,77.53,0.039,0.136,0.154,0.005,0.048,0.18,0.086,0.059,0.589,0.071,0.081,0.287,1.297,0.075
9146372,103.045,2.061,8.959,0.002,74.847,0.021,0.104,0.125,0.011,0.022,0.143,0.176,0.015,0.333,0.023,0.013,0.251,1.278,0.076
9152245,128.68,2.574,11.029,0.003,79.901,0.082,0.056,0.145,0.014,0.009,0.211,0.063,0.105,0.487,0.008,0.015,0.106,1.092,0.062
9157260,237.252,4.745,17.93,0.003,91.679,0.017,0.288,0.182,0.021,0.011,0.105,0.149,0.004,0.424,0.02,0.055,-0.173,1.022,0.057
9163153,153.834,3.077,12.419,0.001,82.697,0.13,0.07,0.139,0.017,0.031,0.109,0.102,0.09,0.0,0.0,0.0,0.316,1.156,0.066
9163621,207.634,4.153,15.46,0.007,85.799,0.245,0.023,0.15,0.009,0.013,0.279,0.012,0.161,0.372,0.019,0.015,,,
9164696,100.103,2.002,8.892,0.002,74.316,0.024,0.037,0.126,0.013,0.023,0.151,0.057,0.034,0.307,0.014,0.013,0.097,1.251,0.072
9172127,188.91,3.778,14.46,0.007,84.503,0.082,0.109,0.139,0.002,0.009,0.289,0.076,0.061,0.485,0.002,0.015,,,
9202597,113.643,2.273,9.677,0.001,76.612,0.021,0.055,0.121,0.06,0.042,0.183,0.06,0.032,0.167,0.072,0.007,0.345,1.242,0.073
9209366,130.513,2.61,11.012,0.001,80.5,0.192,0.024,0.132,0.043,0.052,0.211,0.069,0.283,0.0,0.0,0.0,0.312,1.128,0.066
9209565,144.676,2.894,12.212,0.004,82.219,0.156,0.084,0.14,0.02,0.032,0.165,0.079,0.175,0.315,0.043,0.029,,,
9210548,181.698,3.634,14.821,0.003,85.458,0.061,0.064,0.162,0.003,0.034,0.268,0.011,0.062,0.311,0.033,0.023,,,
9211160,173.95,3.479,13.91,0.007,83.359,0.135,0.014,0.161,0.01,0.002,0.216,0.007,0.118,0.344,0.007,0.021,,,
9211176,121.342,2.427,11.034,0.005,78.46,0.042,0.037,0.168,0.01,0.023,0.311,0.018,0.076,0.391,0.022,0.015,,,
9214512,99.727,1.995,8.911,0.001,74.442,0.019,0.0,0.14,0.003,0.013,0.114,0.001,0.032,0.425,0.003,0.006,-0.068,1.249,0.073
9225958,171.482,3.43,13.577,0.003,82.438,0.205,0.021,0.137,0.011,0.02,0.254,0.023,0.052,0.317,0.12,0.163,0.043,1.187,0.067
9228469,106.061,2.121,9.243,0.002,74.235,0.041,0.081,0.133,0.019,0.015,0.221,0.091,0.056,0.33,0.075,0.051,-0.328,1.385,0.082
9245197,221.026,4.421,16.09,0.002,85.717,0.048,0.042,0.161,0.006,0.012,0.211,0.025,0.031,0.606,0.013,0.033,-0.001,1.386,0.078
9267654,118.44,2.369,10.285,0.002,78.045,0.038,0.033,0.154,0.037,0.011,0.083,0.062,0.032,0.467,0.02,0.006,-0.015,1.16,0.066
9269234,114.385,2.288,9.915,0.003,77.82,0.08,0.007,0.123,0.01,0.023,0.154,0.004,0.109,0.272,0.016,0.018,0.198,1.175,0.068
9273251,169.354,3.387,13.772,0.003,84.483,0.26,0.019,0.154,0.017,0.015,0.189,0.015,0.215,0.515,0.039,0.019,0.029,1.082,0.059
9285116,111.506,2.23,9.831,0.002,76.968,0.148,0.022,0.142,0.026,0.017,0.19,0.022,0.211,0.421,0.041,0.016,,,
9285727,185.223,3.704,14.488,0.004,84.802,0.17,0.023,0.135,0.007,0.02,0.244,0.018,0.082,0.266,0.015,0.258,,,
9289780,226.676,4.534,17.389,0.004,90.221,0.351,0.0,0.193,0.034,0.003,0.093,0.001,0.186,0.363,0.028,0.037,-0.255,1.069,0.059
9290593,86.684,1.734,7.92,0.002,70.513,0.091,0.013,0.185,0.016,0.04,0.197,0.001,0.207,0.645,0.019,0.011,,,
9300159,163.247,3.265,12.678,0.003,83.656,0.077,0.039,0.127,0.004,0.03,0.187,0.026,0.083,0.244,0.008,0.023,-0.096,1.444,0.083
9305599,154.067,3.081,13.287,0.002,83.002,0.083,0.599,0.172,0.012,0.047,0.246,0.533,0.102,0.475,0.042,0.013,-0.457,0.914,0.052
9326896,156.249,3.125,12.454,0.005,73.097,0.01,0.274,0.113,0.018,0.013,0.316,0.324,0.011,0.236,0.033,0.028,,,
9335518,103.86,2.077,9.131,0.002,75.645,0.067,0.038,0.131,0.019,0.003,0.128,0.041,0.118,0.0,0.0,0.0,0.257,1.192,0.07
9340325,99.888,1.998,9.174,0.003,76.274,0.007,0.02,0.163,0.019,0.023,0.196,0.028,0.006,0.521,0.013,0.005,-0.07,1.053,0.061
9368528,218.576,4.372,16.254,0.006,87.522,0.022,0.118,0.178,0.033,0.013,0.192,0.068,0.017,0.242,0.04,0.053,,,
9368745,106.771,2.135,9.119,0.003,73.64,0.013,0.013,0.114,0.006,0.022,0.115,0.022,0.014,0.388,0.013,0.011,0.24,1.367,0.08
9388523,155.546,3.111,12.463,0.003,80.249,0.131,0.454,0.146,0.025,0.003,0.234,0.436,0.136,0.489,0.048,0.007,0.143,1.241,0.07
9402439,135.424,2.708,11.408,0.003,79.403,0.121,0.072,0.129,0.007,0.021,0.211,0.102,0.032,0.343,0.083,0.044,0.159,1.164,0.065
9418101,241.133,4.823,16.995,0.005,85.929,0.039,0.298,0.153,0.01,0.017,0.197,0.165,0.018,0.317,0.013,0.038,,,
9426610,129.995,2.6,10.778,0.003,76.986,0.007,0.035,0.123,0.004,0.008,-0.054,0.05,0.002,0.814,0.006,0.008,0.104,1.321,0.076
9427899,181.156,3.623,14.162,0.006,83.04,0.013,0.255,0.162,0.014,0.01,0.369,0.208,0.02,0.582,0.048,0.005,0.026,1.243,0.069
9456242,136.483,2.73,11.306,0.003,77.837,0.095,0.138,0.125,0.004,0.015,0.197,0.269,0.003,0.344,0.019,0.01,0.087,1.229,0.071
9457533,167.758,3.355,13.281,0.002,81.257,0.131,0.014,0.134,0.007,0.009,0.238,0.009,0.124,0.342,0.014,0.011,0.113,1.232,0.069
9472076,125.175,2.504,10.166,0.001,75.589,0.088,0.021,0.11,0.015,0.018,0.231,0.013,0.098,0.2,0.02,0.019,0.116,1.491,0.086
9475697,114.795,2.296,9.852,0.002,75.536,0.014,0.226,0.139,0.03,0.02,0.26,0.357,0.013,0.589,0.028,0.056,0.055,1.266,0.073
9512519,111.175,2.224,9.592,0.002,75.829,0.098,0.007,0.134,0.01,0.01,0.188,0.009,0.131,0.409,0.02,0.01,0.081,1.257,0.074
9512635,139.312,2.786,11.736,0.003,79.442,0.008,0.082,0.158,0.016,0.01,0.26,0.087,0.005,0.457,0.011,0.019,-0.15,1.195,0.068
9513889,103.521,2.07,9.324,0.002,75.296,0.009,0.015,0.146,0.004,0.008,0.084,0.019,0.011,0.398,0.003,0.007,,,
9520216,138.593,2.772,11.862,0.003,80.734,0.073,0.119,0.148,0.013,0.007,0.274,0.139,0.074,0.391,0.027,0.018,,,
9521171,83.765,1.675,7.833,0.002,71.625,0.009,0.008,0.148,0.009,0.022,-0.097,0.008,0.022,0.296,0.007,0.006,-0.268,1.263,0.075
9531084,100.732,2.015,9.178,0.002,76.737,0.013,0.063,0.129,0.012,0.007,0.22,0.096,0.024,0.131,0.005,0.004,0.1,1.034,0.061
9531103,189.043,3.781,14.761,0.003,85.618,0.148,0.179,0.155,0.017,0.038,0.245,0.006,0.231,0.31,0.013,0.285,,,
9534288,154.625,3.092,12.03,0.004,83.178,0.224,0.272,0.166,0.025,0.036,0.169,0.201,0.2,0.746,0.041,0.087,,,
9534802,139.779,2.796,11.548,0.003,80.686,0.037,0.037,0.14,0.016,0.015,0.204,0.038,0.025,0.48,0.021,0.023,0.312,1.145,0.065
9534964,127.583,2.552,10.742,0.002,76.895,0.034,0.179,0.141,0.079,0.036,0.183,0.145,0.078,0.25,0.124,0.017,-0.084,1.274,0.073
9541946,99.033,1.981,8.912,0.003,74.268,0.042,0.026,0.165,0.026,0.002,0.062,0.021,0.095,0.491,0.006,0.027,-0.02,1.21,0.07
9574650,107.371,2.147,9.609,0.003,75.914,0.035,0.018,0.143,0.012,0.014,0.173,0.021,0.058,0.353,0.015,0.016,-0.312,1.179,0.069
9575847,175.796,3.516,13.985,0.004,83.536,0.097,0.226,0.159,0.007,0.011,0.187,0.179,0.083,0.397,0.016,0.011,-0.21,1.225,0.07
9593478,194.996,3.9,14.668,0.005,82.656,0.008,0.023,0.142,0.005,0.006,0.348,0.016,0.002,0.252,0.01,0.026,,,
9596479,155.247,3.105,12.931,0.002,82.446,0.063,0.099,0.151,0.025,0.012,0.266,0.09,0.056,0.338,0.032,0.017,,,
9602686,105.984,2.12,9.456,0.004,77.464,0.038,0.012,0.17,0.012,0.01,0.207,0.009,0.059,0.458,0.012,0.012,,,
9631875,167.16,3.343,13.41,0.003,82.666,0.02,0.121,0.141,0.005,0.006,0.279,0.106,0.014,0.299,0.005,0.008,,,
9635649,206.832,4.137,15.222,0.004,84.207,0.021,0.248,0.159,0.056,0.002,0.17,0.181,0.006,0.455,0.039,0.012,,,
9641694,147.868,2.957,12.394,0.003,82.508,0.035,0.047,0.142,0.015,0.01,0.204,0.051,0.033,0.0,0.0,0.0,,,
9642805,167.426,3.349,12.548,0.002,71.074,0.137,0.013,0.109,0.007,0.024,-0.241,0.015,0.159,0.0,0.0,0.0,0.074,1.605,0.095
9649838,125.233,2.505,10.425,0.003,73.407,0.1,0.118,0.14,0.038,0.022,-0.016,0.162,0.093,0.473,0.037,0.126,,,
9652704,187.892,3.758,14.524,0.004,84.47,0.042,0.056,0.15,0.01,0.015,0.255,0.038,0.029,0.558,0.03,0.027,0.098,1.204,0.068
9662723,83.689,1.674,7.37,0.003,83.12,0.043,0.01,0.159,0.037,0.009,-0.049,0.001,0.061,0.271,0.013,0.005,0.128,1.673,0.101
9663247,201.749,4.035,15.294,0.004,85.484,0.018,0.14,0.157,0.022,0.034,0.181,0.105,0.018,0.438,0.032,0.035,0.108,1.244,0.07
9663257,122.792,2.456,10.397,0.004,76.681,0.075,0.166,0.121,0.03,0.035,0.167,0.168,0.1,0.0,0.0,0.0,,,
9665890,143.281,2.866,12.559,0.002,81.589,0.048,0.46,0.161,0.044,0.034,0.281,0.505,0.084,0.0,0.0,0.0,,,
9692431,83.235,1.665,7.273,0.002,66.315,0.065,0.125,0.113,0.049,0.003,-0.451,0.705,0.801,0.0,0.0,0.0,0.156,1.589,0.098
9698133,111.874,2.237,9.306,0.002,72.158,0.129,0.073,0.109,0.052,0.099,-0.144,0.205,0.101,0.395,0.015,0.01,0.091,1.468,0.086
9699882,153.575,3.072,12.612,0.003,81.258,0.057,0.043,0.138,0.011,0.013,0.176,0.027,0.082,0.466,0.028,0.013,,,
9700053,224.191,4.484,16.751,0.003,87.608,0.134,0.027,0.157,0.007,0.018,0.188,0.018,0.079,0.48,0.042,0.019,-0.098,1.224,0.067
9700142,97.14,1.943,8.873,0.003,74.994,0.043,0.04,0.146,0.007,0.019,0.159,0.07,0.078,0.474,0.01,0.01,,,
9706819,237.61,4.752,16.479,0.009,86.599,0.067,0.036,0.177,0.018,0.002,-0.332,0.024,0.038,0.0,0.0,0.0,,,
9707138,205.988,4.12,15.416,0.005,84.536,0.022,0.008,0.171,0.003,0.003,0.068,0.006,0.014,0.245,0.008,0.006,,,
9712445,181.929,3.639,14.199,0.003,84.655,0.011,0.292,0.135,0.009,0.015,0.209,0.12,0.012,0.29,0.009,0.276,0.298,1.159,0.065
9712824,145.191,2.904,12.001,0.003,81.372,0.081,0.115,0.141,0.03,0.022,0.17,0.111,0.065,0.352,0.049,0.013,0.281,1.135,0.064
9713043,105.52,2.11,9.26,0.002,75.313,0.012,0.031,0.14,0.009,0.028,0.037,0.036,0.02,0.42,0.012,0.006,,,
9713617,154.081,3.082,12.48,0.002,82.274,0.086,0.077,0.129,0.028,0.04,0.132,0.033,0.085,0.326,0.025,0.035,0.354,1.132,0.064
9724451,161.78,3.236,12.957,0.004,81.449,0.032,0.083,0.144,0.018,0.016,0.167,0.067,0.028,0.632,0.081,0.007,,,
9726669,84.777,1.696,7.898,0.002,72.661,0.038,0.033,0.123,0.028,0.075,-0.102,0.1,0.042,0.38,0.022,0.009,,,
9758193,73.793,1.476,7.294,0.004,70.758,0.015,0.093,0.13,0.011,0.031,0.063,0.196,0.039,0.238,0.027,0.029,,,
9760514,190.632,3.813,14.782,0.004,83.831,0.181,0.058,0.16,0.012,0.007,0.274,0.043,0.071,0.295,0.011,0.302,-0.076,1.205,0.068
9763796,144.546,2.891,12.393,0.003,81.286,0.141,0.058,0.152,0.014,0.016,0.222,0.145,0.044,0.289,0.048,0.034,-0.283,1.038,0.058
9767815,81.082,1.622,8.102,0.002,72.638,0.088,0.05,0.13,0.022,0.033,-0.319,0.106,0.185,0.0,0.0,0.0,,,
9768134,234.745,4.695,17.488,0.004,90.997,0.223,0.013,0.141,0.012,0.055,0.078,0.006,0.098,0.338,0.04,0.047,,,
9772366,75.905,1.518,6.707,0.002,71.158,0.053,0.006,0.167,0.019,0.032,0.031,0.008,0.101,0.325,0.005,0.018,0.253,1.636,0.102
9777479,194.016,3.88,15.183,0.004,86.176,0.006,0.062,0.162,0.01,0.007,0.229,0.041,0.006,0.277,0.024,0.016,0.032,1.144,0.061
9778887,81.315,1.626,7.794,0.002,72.744,0.042,0.036,0.133,0.014,0.024,0.006,0.068,0.098,0.0,0.0,0.0,-0.158,1.157,0.066
9784586,76.42,1.528,6.742,0.003,61.97,0.01,0.066,0.072,0.022,0.012,0.104,0.205,0.034,0.162,0.005,0.018,-0.042,1.735,0.107
9789635,222.164,4.443,16.289,0.003,85.359,0.003,0.055,0.157,0.009,0.033,0.35,0.003,0.0,0.427,0.003,0.035,0.153,1.317,0.073
9811950,124.532,2.491,10.43,0.002,77.868,0.015,0.026,0.152,0.009,0.021,-0.034,0.02,0.013,0.579,0.014,0.012,0.232,1.25,0.073
9818288,93.698,1.874,8.477,0.003,76.618,0.022,0.007,0.119,0.004,0.023,0.302,0.008,0.019,0.257,0.017,0.008,0.336,1.206,0.07
9824874,76.952,1.539,7.403,0.003,72.248,0.03,0.011,0.131,0.014,0.013,-0.042,0.024,0.063,0.509,0.011,0.005,-0.024,1.118,0.067
9825272,67.705,1.354,6.63,0.003,69.446,0.014,0.094,0.147,0.02,0.013,0.208,0.278,0.011,0.354,0.004,0.014,,,
9837129,88.668,1.773,8.071,0.002,73.674,0.007,0.046,0.139,0.011,0.013,0.056,0.072,0.01,0.422,0.011,0.025,,,
9873127,203.642,4.073,15.759,0.002,87.192,0.129,0.051,0.182,0.02,0.002,0.292,0.028,0.082,0.456,0.025,0.022,0.037,1.152,0.061
9873753,223.774,4.475,16.814,0.005,88.769,0.105,0.016,0.173,0.006,0.09,0.266,0.006,0.079,0.234,0.001,0.174,-0.004,1.178,0.064
9881708,139.587,2.792,11.556,0.003,78.551,0.019,0.03,0.14,0.01,0.015,0.341,0.03,0.023,0.382,0.011,0.026,0.031,1.265,0.072
9882316,181.094,3.622,13.637,0.005,80.4,0.025,0.083,0.162,0.014,0.012,0.156,0.071,0.021,0.0,0.0,0.0,-0.404,1.579,0.093
9882766,164.983,3.3,13.035,0.003,80.272,0.137,0.062,0.142,0.007,0.036,0.231,0.067,0.13,0.329,0.042,0.008,-0.134,1.311,0.075
9885121,75.556,1.511,7.385,0.002,71.802,0.047,0.032,0.135,0.015,0.007,0.099,0.091,0.074,0.312,0.003,0.015,,,
9893850,131.594,2.632,11.735,0.004,80.131,0.032,0.098,0.156,0.01,0.014,0.242,0.108,0.042,0.397,0.032,0.022,,,
9896174,258.23,5.165,18.164,0.005,89.653,0.164,0.045,0.18,0.036,0.041,0.042,0.032,0.121,0.27,0.128,0.334,-0.171,1.413,0.079
9897206,71.043,1.421,7.061,0.005,71.073,0.015,0.129,0.148,0.015,0.131,-0.14,0.264,0.055,0.397,0.046,0.012,,,
9904059,142.443,2.849,11.892,0.002,79.604,0.045,0.161,0.138,0.013,0.031,0.183,0.171,0.051,0.28,0.009,0.047,,,
9904365,214.923,4.298,15.842,0.006,84.791,0.007,0.034,0.173,0.003,0.008,0.301,0.029,0.0,0.317,0.006,0.021,-0.032,1.322,0.076
