parameter,mean,sd,Q16,Q50,Q84
Pn,22.264982772144954,0.29180031426633857,21.97212339121962,22.265511623977808,22.552438856117885
A1,2643.5477705728117,77.59666974820404,2571.253088487975,2643.1071098176335,2716.779867649527
b1,22.54875353277401,0.5558842405048222,22.01607903713763,22.55791583320276,23.08227609498239
A2,435.82955875397977,85.41333723821127,331.6667612278595,447.219361978266,528.1332005107286
b2,77.29544446757788,4.828674333187198,75.35304178370164,78.57434118431374,80.15619243228846
A3,115.205070488332,93.03621992125306,12.23652651379912,97.92406023698847,227.23345333888955
b3,90.23861031706718,13.192611673913754,81.95284895971781,86.32347812778374,96.01711229810473
Pg,1029.8057427404676,26.540700813830323,1003.2540859906642,1029.5491337172284,1056.1933305725017
numax,96.34318355085777,0.2077813972538385,96.13782083318054,96.34362185780662,96.54682476584588
sigmaEnv,10.376057997475229,0.20695488518130026,10.169823314595783,10.372503943815087,10.578438244492576
lnprob,-213870.74342661246,2.1392812953798193,-213872.8136489241,-213870.4171390304,-213868.6869179966
