raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag,DeltaPi1,coupling,eps_g
hlsp_kepseismic_kepler_phot_kplr003543446-80d_kepler_v1_cor-filt-inp.fits,3543446,0.675270441,101249.279,54964.51261,56424.01157,1.000013999,283.2101407,FALSE,96.52836981,136.1292884,137.9056463,137.9056463,360.5642251,155.5835231,2.31749621,134.4458347,28262.91004,0.923138443,444.509287,31.2030579,105.8652642,98.42420501,246.9391653,133.5045861,12.51894769,-228440.1358,85,12.32798216,0.00392216,1.82719694,1.189095551,0.003500339,0.010913674,4.88E-04,12.27097521,0.010498075,1.239274742,0.008959958,0.015622419,0.001988397,0.064498296,0,82.125,0.167,0
