parameter,mean,sd,Q16,Q50,Q84
Pn,61.662455563615666,4.136968202502952,58.39177039931165,61.5843378068767,65.07294331968869
A1,13696.238865005256,5805.826801616603,5017.824382621111,15907.468492680671,18272.142746593563
b1,1.224348447866835,0.6319152189899655,0.889634931197037,0.9599733218069282,1.682221198506851
A2,851.4039794340563,63.68166836745663,811.6475488805643,835.2945311796717,868.4830318142044
b2,42.77624561948729,2.268296666801353,42.078510346696476,43.2447892259471,44.25358261830176
A3,154.8750780951116,14.182685465100736,145.84795184432474,151.16885131028,159.19206285661338
b3,180.41913888718602,17.922945367505687,169.65863331684153,182.5886938247623,193.59557397757598
Pg,372.0385583084609,17.3302839188838,357.2622818934608,369.50285416540765,385.31783474583835
numax,173.47615351199863,0.4733761745168071,173.11721027412185,173.52615995830246,173.88693524803034
sigmaEnv,13.52801270175283,0.5368344498749399,13.078227766306515,13.490744427493013,13.943067019818358
lnprob,-231530.54999465332,144.50725061133002,-231578.2615478796,-231468.11480548853,-231465.4384895034
