parameter,mean,sd,Q16,Q50,Q84
Pn,17.266216563251177,4.6438375677545185,11.46673041185006,19.5873030090239,20.414943957128937
A1,17311.02548096911,11323.436720647107,1728.2483545845068,23561.58066267407,27788.18806759585
b1,1.5655756247228239,0.7148474130403185,1.0448488211427267,1.1232607220197675,2.302108891700837
A2,352.9684896385409,64.00858816128654,323.38864330589615,332.65879898523707,367.7682887775304
b2,50.77688623189458,4.094214995037206,49.18785573017203,50.878652254738086,54.29521649004981
A3,52.80852448852055,6.811173493230971,44.44256861749437,55.22884520447377,58.40440527540698
b3,194.02826179046582,44.4316096728239,162.11828695466707,166.5547567322894,248.12496532955979
Pg,123.48636295141203,11.532653413708445,111.99395340223224,127.41249720024013,132.3215601121495
numax,221.73082444663584,2.117784323874088,220.48605446558804,221.02641985301057,224.38316283290942
sigmaEnv,15.789659479011496,1.3094526338854238,14.955944175230083,15.436605477179942,16.69987960570156
lnprob,-197644.6482212685,703.9952228640074,-198548.137078436,-197228.61124476732,-197224.50240737657
