frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l
78.28724137778815,0.42421202876316855,0.034002802567839385,0.026119605412374576,0.10004336035936467,0.020315810583711267,0,1.6846177469149382,5.065535179564904,NA,NA
82.70348622062671,0.4611580534011388,NA,0.0017560969060649414,0.18768525584817208,NA,0,8.600429828472842,6.140420595264004,NA,NA
82.85213681019414,0.37324922133393595,NA,0.0027469921577565086,0.192071917233898,NA,0,5.634019981362987,2.2942873786851123,NA,NA
82.89792581147827,0.4030781330045625,NA,0.0038856480193160225,0.23525643230976961,NA,0,6.570509366861583,4.379792234140041,NA,NA
83.13719785150406,0.48467122178014765,0.031322675565372264,0.0211602524681099,0.10678058641019574,0.02232351360442558,0,2.3871831597611313,11.703955960529129,NA,NA
83.64922929000345,0.43626058990178423,0.001967748426725535,0.001853496616490308,0.18254173088011338,0.0015154418166987511,0,30.787364823109403,18.766949171356828,NA,NA
85.87065609764444,0.37199861879459095,NA,0.0026451550184996937,0.1948632160059532,NA,0,5.596328726707518,2.3808873525995295,NA,NA
86.41247733343253,0.4207672378573925,0.02408675264296489,0.02135126683751776,0.0994904567282905,0.015312454301698444,0,2.339675938238128,7.151132626546314,NA,NA
87.68632973172285,0.5743020593851159,0.01769144264616728,0.010140063887302422,0.11278266322600565,0.010708270276428367,0,5.934274421107364,30.512772454036167,NA,NA
87.780533399533,0.31491374244517795,0.005222882444131623,0.004967481151175754,0.11813010428415609,0.006564282505054722,0,6.043981170196258,2.1496364643098786,NA,NA
89.00368856703234,0.3551900662035517,0.012178327800314352,0.009264779452394716,0.1041080393648234,0.011065715004287744,0,3.297494576383624,5.162328048012569,NA,NA
91.58687125732848,0.35184113498375913,NA,0.004670061005283598,0.21232283914890482,NA,0,5.006264463127367,2.283229958597076,NA,NA
91.75675067098535,0.32283134925639145,0.0035000457343376855,0.003211553281611173,0.154182983549039,0.0060958715870809066,0,9.47824238333899,5.126826747953601,NA,NA
91.9959758403588,0.5689434385281207,0.013644811180452377,0.007386540903377867,0.11733444066757451,0.00854059780216905,0,7.551283640229283,33.10909046302913,NA,NA
92.19864031260381,0.6116143540143201,0.006213933394602037,0.004436915339721471,0.15769006310238437,0.004031801663529331,0,19.16191335750664,48.9755990765625,NA,NA
92.25003277110147,0.349843357823191,0.003051243164017402,0.004846810498371095,0.18302171851782095,0.005359360060839164,0,12.767932362718428,6.168586031832092,NA,NA
92.43959419347485,0.4942939324882065,0.010870317079732994,0.006363770824892323,0.12272422490699395,0.010129551671265785,0,7.154486588805285,22.483437957958813,NA,NA
92.66513909200131,0.49279057330377257,0.008863962081460562,0.006677853002769539,0.1186121864698781,0.005304322456740203,0,8.7206131373322,24.64862663023814,NA,NA
92.97805128314889,0.4971283685368355,0.023291868260008966,0.013997009834670374,0.10151802739750085,0.013121669457691604,0,3.37740308557407,15.97808808906484,NA,NA
93.26883183509008,0.4980120687205661,NA,0.0017234952087820305,0.20412584756997793,NA,0,10.029985313920028,9.796323708073032,NA,NA
93.75747353076078,0.3982799290285194,NA,0.0022156506911487485,0.22279484759755835,NA,0,6.415010983261597,2.8329826897715975,NA,NA
94.28663402484959,0.5284171600213218,NA,0.0018991346133472205,0.28769149323073157,NA,0,11.292091468553119,13.495835114066722,NA,NA
99.48445825646871,0.7855674584484852,NA,0.0015380971394891873,0.3845322943250519,NA,0,24.956721452546233,5.130680233287421,NA,NA
100.5645306513657,0.38113172617461494,0.001967748426725535,0.002075360841477253,0.19190588195563607,0.0019284851899631049,0,23.497992298321357,8.32295404405886,NA,NA
100.67369460259985,0.4844135212288685,0.0072919307310083175,0.00514374708947884,0.12781355332146338,0.005500832898862318,0,10.243305056892227,23.15859201215426,NA,NA
100.97162454396644,0.6257327530424006,0.007909937565879498,0.0051527320376966515,0.1473422818515353,0.004728468349939637,0,15.756322010586409,40.670082278706104,NA,NA
101.23036492920626,0.9703649651218749,0.03386016337472605,0.013703906431285032,0.13060300511880613,0.012593290426342324,0,8.8517939114613,84.17082571468563,NA,NA
101.49558809816344,1.596652650375274,0.02082329989708194,0.006781988065004259,0.21030754013059222,0.007283301526383465,0,38.96919781657447,362.10308072194675,NA,NA
101.72170376633893,0.5820721738211845,0.025525942449365836,0.018066165863962164,0.12463347931540503,0.013706094830233249,0,4.224954321574601,16.996465782420273,NA,NA
101.81130355334703,0.3486180798048621,0.001967748426725535,0.0020082594326702283,0.190902727222467,0.002377244903565361,0,19.659857534405127,19.676340020818316,NA,NA
102.07287298515988,0.8252409810391794,0.015285567330873459,0.006798283823195529,0.14052078312177058,0.007393924147532956,0,14.1817602215296,85.74904223568956,NA,NA
102.84054475933237,0.5104695588764631,NA,0.0018663607481360226,0.2521799186932127,NA,0,10.538050112220205,8.836653045218554,NA,NA
103.67245076462858,0.3636436127120451,0.0027300638613650887,0.0025230702600778096,0.19084956549270338,0.0036954650110320023,0,15.418042860447741,7.901567583721771,NA,NA
104.51721726094614,0.5466598122070381,NA,0.0018985282182179966,0.25157703256513825,NA,0,12.085228266468452,14.539886685914098,NA,NA
105.4984250821202,0.426042053406952,0.001967748426725535,0.0019794383213808508,0.20218583990987424,0.0017692054457973685,0,29.361990368400782,13.333872180322942,NA,NA
106.61545877419348,0.41306339902693856,0.002932036255625358,0.002740493725197754,0.19886536735865604,0.0039650710836884335,0,18.523123401121886,15.976205374947313,NA,NA
109.59268673248732,0.3624670801584183,0.008398359886072133,0.008146749949427639,0.10627316061691647,0.006500488145822574,0,4.979580814363119,6.899100931026624,NA,NA
