parameter,mean,sd,Q16,Q50,Q84
Pn,7.204134600465559,0.13636955437735,7.068711626766071,7.2018896454619785,7.338851922713234
A1,2723.789914075383,387.2488539934364,2350.874099928509,2684.374347630473,3095.1017167715754
b1,1.9888006729596246,0.2820997062428712,1.704363244529472,1.9844398153775615,2.2656517927549644
A2,1223.3264436817412,39.04976953623007,1184.2826575509728,1222.2721985844435,1262.360934893334
b2,28.592762977929247,0.690168477304594,27.899308158940006,28.588945090558333,29.286677941243834
A3,326.55990459223597,13.000510977102094,313.45858791103086,326.6725348678317,339.37483779202887
b3,88.74801009688558,1.0779278774711876,87.6812269979096,88.71937978752393,89.83622786821613
Pg,617.4375606999243,14.014965564871463,603.6016970541747,617.0465365995678,631.4437574605365
numax,107.6279490335117,0.22408136186995803,107.40349539737576,107.63054331851653,107.84887878836362
sigmaEnv,11.71838075695693,0.19320058312476224,11.525686512731799,11.719452179349618,11.910754218004199
lnprob,-195261.55709270795,2.240749980969156,-195263.69862824518,-195261.21199742856,-195259.41609897366
