raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr005953450-80d_kepler_v1_cor-filt-inp.fits,5953450,-0.0562065560821832,68709.3936730948,54953.5392718762,56423.9918848658,1.000013894798674,283.20991481158705,FALSE,129.03512066861762,142.04180324865612,142.65574875754425,142.65574875754425,355.0724749843321,75.67991503745296,4.6917663003269965,40.075742149408896,4293.953398359568,1.343113618403811,638.0040421217118,35.981650590576514,148.87539371047487,110.50508287740588,343.6927363200637,140.6474648925424,13.210706814424904,-212999.2940557873,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
