raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr011704816-80d_kepler_v1_cor-filt-inp.fits,11704816,-0.4610769088223785,68456.75008104058,54953.5390603319,56424.0069799703,1.0000138967420582,283.2069667739969,FALSE,129.39146682996665,92.83074306251956,92.8464850911888,92.8464850911888,487.12083079485967,109.65812873656976,4.442177122728982,48.54220625727593,8188.22411640287,1.006544377565214,697.6408089710288,29.146994869712923,117.90975681904504,93.73717059746065,412.6640993597387,92.83393802449817,12.331740327448491,-209607.58422736477,117,9.235183987128645,0.0028691963291718812,1.3234286892862692,1.0565928960727684,0.003034111522549373,0.010099790036504337,3.418192226950402e-4,9.159667373854779,0.008416467434188226,1.134713505766317,0.00934517367881233,0.018931230819196846,0.002255694043031466,0.08306793855325438,0
