frequency,linewidth,height,snr,AIC,amplitude
149.69207217334073,0.00945536448611197,2.2940087796851367,1.2089462528666248,2.4944144781838986,0.2610427353388761
149.79184723538484,NA,7.7991321516287115,NA,3.3396559933316894,0.3105274927695661
150.4185547568601,NA,8.141278321666823,NA,4.679739931991207,0.3172657698688207
151.83489147612877,NA,8.085288625295094,NA,4.1632527499969,0.31617292792510915
152.25621133144523,NA,9.600424819794265,NA,11.910300979747262,0.3445261116342044
153.60999354367547,NA,8.692260423971163,NA,8.153992146952078,0.32782591488663954
153.728165142173,NA,8.237802961523364,NA,4.378028264902241,0.3191410114548485
154.02903356615607,0.00945536448611197,8.26454333304169,4.640847066095526,19.089076137192023,0.49547700558192725
154.44470728956134,NA,7.082056702549377,NA,2.6101700678045745,0.295907938883742
155.8020963774704,NA,8.490624521513277,NA,4.558654706052039,0.3240012867344747
160.27866577286275,0.003934567510702565,15.301171935889547,NA,32.21611260509235,0.4348963720142063
160.32982774936602,0.007637424233264217,2.374724104360309,1.1212793755659292,6.342567541440076,0.23870140432228598
160.86899627097736,0.020106480925890197,7.926306221108563,6.588124728105397,85.88583100919641,0.7075846333991039
160.98130950308646,NA,8.126091244717145,NA,2.067230355271022,0.3169697113967449
161.50655320894114,0.02877708116021694,9.300970804709948,9.397725081723227,91.34111746043345,0.9169854564566025
161.81746060461484,0.025325343441964288,4.058905043077186,3.6819057206482864,9.29157504469913,0.5682730413584115
163.2421248733981,0.02359165607826522,3.986337652434631,3.481428642120754,5.936416431111866,0.5435521168152677
164.1331675238402,NA,8.52164295036959,NA,3.5385486709565157,0.3245925770893725
164.17091152376508,0.005799564718214396,4.899979703304839,2.0768495571646075,4.134552350144077,0.2987925580890243
167.95846507482608,NA,9.105093735400853,NA,5.75739192214678,0.33552055207390724
168.35832252372472,0.020106480925890197,15.43168202792134,13.256648824665394,172.1823068310041,0.9873010581312062
168.62987455285744,0.02185220298004266,5.804854217440839,4.962230363030476,18.192184624764195,0.6312744439115153
171.55169247341053,NA,9.224295483518286,NA,6.443688221559569,0.33770968857861877
172.3568277642877,0.011257587015800272,3.5257122093426463,2.0791854358672106,7.805533027240017,0.35311894834356927
173.1818448820379,NA,8.51419459374562,NA,4.5967567189072724,0.32445069072946764
173.34464746446614,0.005799564718214396,7.985451409630909,3.4674852161379914,13.917921455751639,0.3814366079418025
174.52924399734945,0.005799564718214396,8.329207891003229,3.6243101495999905,4.702571844973136,0.38956011634973675
174.67092331689696,0.020106480925890197,11.023889694245966,9.313671034385699,108.09867418736394,0.8344693677790297
174.8230531392808,NA,10.02264901894882,NA,2.145483668529778,0.3520206805661439
175.3517711580558,0.04241750691429496,26.112078106425965,34.00822584175417,629.6360498746362,1.8653838999625
176.06803882910154,0.03221021499150363,14.798212656392172,16.228116500778206,231.71558819848724,1.2237040014249234
176.68591808379483,0.013046842817784555,27.170058362570384,19.148323851832266,234.07698632777465,1.055292707792773
178.00825839957156,0.025325343441964288,4.7160681180790105,4.309941818881266,13.174074277412728,0.6125515495643395
178.8997826314527,NA,15.307624005549188,NA,49.25507488211588,0.4350416228397116
179.04889236489572,NA,9.407155346768127,NA,7.301870473078452,0.341040593237938
180.55061507811848,0.016593718189221153,9.918378003945293,7.5401280066919245,47.770079290741705,0.7190632931407306
180.89844661854443,NA,8.194716159005052,NA,2.0185564029452507,0.3183053035971984
181.49715761652055,NA,7.675423616048162,NA,4.306984078626556,0.3080548808442844
181.63105408231903,NA,6.827846123520992,NA,2.483001791246352,0.29054859499572666
183.19923124632604,0.0457939749019085,12.845223130310238,16.811512127067925,338.0469163810485,1.359408351166052
183.48838892730225,NA,10.810819066444305,NA,11.205950688417943,0.36560002486920923
183.5356376354698,NA,12.127417217695216,NA,16.59492413776752,0.3872229386797162
184.24432639616037,NA,8.200693482009571,NA,5.586666766714188,0.318421370264792
186.09371992991728,NA,8.209355413068643,NA,5.7026360239542555,0.3185894911700143
186.38308039949084,0.020106480925890197,3.123093345045349,2.4788143209665567,9.08281699976942,0.4441559167872782
186.52869525569244,0.005799564718214396,10.527722923736018,4.634407915566568,16.456169806544494,0.43796545771106327
186.5837927688498,0.00945536448611197,2.6640944680529213,1.4144199574868863,4.008188162202714,0.281312405294085
186.97341089760545,0.014825072580451404,6.539250474616361,4.591241909158909,2.9681460742503987,0.5518706996342987
188.78375775849025,0.014825072580451404,20.696269103538263,15.384185736522033,161.02323598439398,0.9817917577022252
189.57086508930973,0.03392049961957028,16.28808507553621,18.438800081433172,256.06830176145013,1.3174710204069662
190.64133105922423,0.02877708116021694,24.966243425011573,26.490183528197488,377.0645218376958,1.5023630974889304
