parameter,mean,sd,Q16,Q50,Q84
Pn,28.70947838281632,3.778942559300721,25.116732858791867,28.876484293892915,32.134759046867096
A1,9548.815936562443,3620.474578726871,4270.506015261044,10773.406292708445,12313.131734812203
b1,1.105045512137755,0.4593416992774805,0.8734320486853466,0.9370784306642829,1.322682610751094
A2,431.5582210982288,12.521415727661038,421.4569024104395,432.0828307457557,442.6154285489867
b2,48.07357189584876,1.2601479480755713,47.077667924239044,48.2315823364048,49.167795862725406
A3,81.72870354471351,3.9484074124271573,78.35959556583505,81.39444054946355,84.90132000147783
b3,216.51041596043558,23.586231884062222,194.27227744613847,217.41024452011365,238.51911235431135
Pg,187.5650759543288,11.28413748391739,182.02416486874432,189.90608292909965,196.02810517432476
numax,193.64965644933574,0.40995041832995327,193.27832088581522,193.66345950663037,194.03302322167264
sigmaEnv,13.359721208659368,0.6606320776456093,12.769112577799426,13.250606203480162,13.950112071500802
lnprob,-210873.01411199616,114.43045832069168,-210900.77581443553,-210828.99497746406,-210826.50055822724
