raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr011091445-80d_kepler_v1_cor-filt-inp.fits,11091445,-0.1382664526902585,61126.73963035475,54953.5386020248,56423.9911479945,1.0000138962230365,283.2020566230264,FALSE,140.84049840514834,195.5652667830936,195.43145814044232,195.43145814044232,190.67241135600867,63.448012158235315,3.005175495183108,28.876484293892915,10773.406292708443,0.9370784306642828,432.0828307457557,48.2315823364048,81.39444054946355,217.41024452011365,189.90608292909965,193.66345950663035,13.250606203480162,-210828.99497746408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
