parameter,mean,sd,Q16,Q50,Q84
Pn,43.461372598801155,0.6265845078466304,42.8795037988979,43.512056127861555,44.05457060249132
A1,19502.44189596212,4619.743610460032,16536.542026698047,20367.899291948175,23230.62857315291
b1,1.0771401007073782,0.26135368838736645,0.9284203011956061,1.0101447088415412,1.1450512141647675
A2,2194.9222338249356,113.00876085341905,2130.7997607897732,2212.0266725213787,2282.622353153661
b2,23.99647368578018,0.8222004318288868,23.27321464220033,23.876384199769873,24.644210888230905
A3,470.75860572102727,20.443365813165478,451.33729616585526,470.99778799019595,490.3898254768811
b3,83.61624796288957,1.5146330485694022,82.18787690562695,83.52977609689205,84.99617707633772
Pg,902.1158018802969,26.85174143322076,876.1497520215681,902.3161578937022,928.5010570785456
numax,97.66728526456133,0.2705587349354419,97.43663934924462,97.685611674614,97.91280229414077
sigmaEnv,9.820777297783057,0.26906261779052454,9.564339753270305,9.799697470015085,10.063303738257991
lnprob,-223011.71975607958,21.74576532050222,-223009.90814896458,-223005.10491980403,-223002.95030253587
