parameter,mean,sd,Q16,Q50,Q84
Pn,71.59679461063548,0.7758661269881618,70.84036698483887,71.58609200558023,72.34829035752878
A1,25873.90315095004,6627.74748202997,22232.61494487604,27110.171691490068,30990.576672227686
b1,0.9819014009950461,0.20553386243117142,0.8585194584817346,0.9260955353346586,1.0375092870780713
A2,2494.9234631580175,88.7365251711983,2408.5902108254245,2497.2504348386074,2580.984299718255
b2,22.298034376470646,0.6355279493394431,21.686438456423982,22.26453915136815,22.896096404311464
A3,504.6523607805545,31.615803192210855,479.12692440033646,506.9851475409555,532.480794540925
b3,76.39033608901543,1.5802540033736259,74.8777969853013,76.3475898237638,77.87206180338724
Pg,944.3973010010424,36.87923174606174,910.057338378977,939.8122280109933,978.5616291290225
numax,84.7857555608035,0.27096188240580577,84.52421567494132,84.797726479063,85.04751018434068
sigmaEnv,9.385569271885297,0.26852701771210324,9.125149566927709,9.3754549674834,9.63954661299156
lnprob,-228028.0663848583,29.29941152307533,-228024.45062543024,-228019.3372315012,-228017.1823834657
