parameter,mean,sd,Q16,Q50,Q84
Pn,12.210336160592446,0.1896099542375435,12.021307041489205,12.210938329887163,12.39663993886851
A1,4698.166134738114,581.7871851044905,4169.2739998526795,4688.435832645679,5249.791873201834
b1,1.7325511622298013,0.15076022733340605,1.5850228274767448,1.7246023487965112,1.8784289991330338
A2,840.9066241701835,26.376527402610225,814.4217522639542,840.5137429909588,866.9107952356459
b2,29.224642466776576,0.7081513852785821,28.50917692063604,29.22598156901059,29.926417790591646
A3,209.95760832539273,8.707142319208574,201.21319361652965,210.05522737467942,218.50280311519074
b3,91.49617865779678,1.4303940299117628,90.08176776602596,91.50579587206835,92.90213008441435
Pg,350.9400451582083,8.843447560369622,342.1566449743778,350.78015042228725,359.7870730964393
numax,110.81852908948017,0.24362237362689518,110.57759769761729,110.82132578503692,111.05876057872266
sigmaEnv,11.796676504512646,0.2671861103832352,11.531773853325221,11.795932782474258,12.061195751470015
lnprob,-190560.43853543894,2.947140194371169,-190562.65828089995,-190559.8804871079,-190557.96904003568
