parameter,mean,sd,Q16,Q50,Q84
Pn,83.66104833590843,2.8731780411534458,81.43376724440911,83.53046960240212,85.69199123675628
A1,15870.074474095865,5309.724097122167,9136.96600039558,17494.046153806004,19905.814447138735
b1,1.0363681357106551,0.3670924331854816,0.8552021333288563,0.909326117763842,1.166412736108579
A2,389.73601298834535,18.446042367624873,377.40425771334117,388.3815586941775,399.31973558856237
b2,46.943852216595864,1.617483451133687,45.580583081427484,46.75221566310489,48.12583423600164
A3,62.33172273545871,9.093969433942027,56.19915555727096,63.86840533526597,69.83383035159147
b3,174.22325286473077,28.835841703764235,153.095828065593,165.39293722319854,193.0305375001923
Pg,107.73869163159902,14.68508124512279,99.12649793634662,111.91966044038794,118.21528612254242
numax,208.57026259206683,1.1819675004495933,207.7067094917353,208.52407735610979,209.31924910787933
sigmaEnv,15.24814202042961,0.9386242896457715,14.401748700411709,15.20229294807129,16.090343786643306
lnprob,-218734.30426287287,107.17038179714196,-218737.18873966145,-218698.253523309,-218695.86818303604
