parameter,mean,sd,Q16,Q50,Q84
Pn,104.03425828211543,1.992734524756284,102.11570118656847,104.09154887584818,105.96970004985302
A1,5632.280500286561,1244.3570298304085,4864.805465005597,5827.753585969756,6644.337590709883
b1,1.4828238317943536,0.3144419790471383,1.2817673971996888,1.4107459099333899,1.5977401521065413
A2,942.9478331526957,28.093400194918587,915.7968735475183,943.7050297356639,970.5576160464759
b2,39.03751970377892,0.8944146201664944,38.15832830549215,39.0423205066143,39.89590596868725
A3,213.92189112938118,11.145386327474576,203.40021100339496,213.0822726278232,224.17918591141535
b3,138.67791947156113,6.528009526149024,132.53462196037177,138.58182808436445,144.83246217249777
Pg,535.7265305705752,19.60476729659359,517.9660786808731,534.0962504016193,551.7779228504554
numax,155.50194900479642,0.3103022568377496,155.19679828646508,155.49884247313037,155.80763664772962
sigmaEnv,11.792022216384765,0.37685161761065084,11.424280225380356,11.784623406955717,12.149625320679252
lnprob,-237711.15271441508,15.095538604158497,-237710.9205360979,-237706.69586973175,-237704.6210470681
