parameter,mean,sd,Q16,Q50,Q84
Pn,66.6234680791424,0.9345621057080193,65.70872194724176,66.63019822870851,67.54081931012968
A1,12750.457772075097,3546.4572762187395,10004.54892800362,13628.315721099883,15491.357702749761
b1,1.1465275476509151,0.2893275415025122,0.9798194837432301,1.0505824031000497,1.2226776138969981
A2,1098.5841143604357,39.29622471410416,1060.718808578691,1100.790280386512,1136.554248786422
b2,28.97606373536498,0.7565996066837217,28.22763023873019,28.962517970561045,29.708256656372356
A3,215.84177710034774,14.990137137357129,201.2331152143433,215.63673715800056,230.41155768273313
b3,90.43621098585945,4.126037474705264,86.494667431647,90.73766215027395,94.40419038205027
Pg,479.777903624864,14.078024625366297,466.01288277043665,479.41845506340746,493.61420113822936
numax,109.23346421805233,0.32912476924836875,108.94255208578703,109.25736216114477,109.54136565284962
sigmaEnv,11.684358190678935,0.3939896842606355,11.322403549510264,11.638925192827244,12.04177625562448
lnprob,-217378.1146492967,29.145376180504837,-217375.70850602226,-217367.77667205184,-217365.54048497824
