parameter,mean,sd,Q16,Q50,Q84
Pn,29.684440508119888,0.35822743170569726,29.329248900418314,29.68032796323588,30.0395410525945
A1,17689.991300806167,2236.259323255356,15565.992853889442,17650.331136636705,19848.39415538773
b1,0.9160671090668974,0.06910249474064115,0.8487922037205213,0.9134332156230939,0.9825617309542427
A2,1679.0289667289944,49.2231645463033,1630.2207518471732,1678.1417959327835,1727.678944001536
b2,24.597119773055212,0.5883886732947619,24.011853227364643,24.588678769061122,25.182939612297833
A3,338.54256256035967,15.84848007110789,323.1636027814284,338.44985409919957,354.22648450273186
b3,82.56621427046288,1.4463496261219941,81.14393789106451,82.5812889578102,83.9813889562725
Pg,574.2082537077232,15.032638815257693,559.3739724262388,573.9147998302728,589.0657320752445
numax,94.76757033532719,0.25809530984050594,94.51262559726868,94.76866519737798,95.02393829683992
sigmaEnv,11.751940061018557,0.2895452934748123,11.464874871600358,11.74935970022078,12.038894237886808
lnprob,-210908.1180200649,2.467570751444027,-210910.39715548573,-210907.71579265554,-210905.8207038903
