parameter,mean,sd,Q16,Q50,Q84
Pn,63.609480516563195,1.4120696107374322,62.537070447055385,63.75306897971526,64.82044529371319
A1,13037.138128171615,3773.037020119898,10267.637659682476,14027.723469614604,15891.648958257956
b1,1.106515921993377,0.2937911989165583,0.9520222635805933,1.0123320958563222,1.1498151977077502
A2,901.4431691815138,39.737906245509066,872.1780128237557,897.5652340124209,924.4127320164795
b2,33.860108692222305,0.8270755618878256,33.090713210658016,33.87835519193882,34.64018210099341
A3,198.4075472433507,10.960967022457357,188.98840508916624,197.3218018843395,206.7551115733521
b3,121.01610007716613,5.569485945305965,116.39472257875174,121.10431605924903,125.72208492018345
Pg,361.82371059370945,15.272421640792027,349.0083180410493,359.89600283672945,373.2552678167605
numax,141.49959733331858,0.3610618138289744,141.15248117171603,141.50816386299846,141.851869014884
sigmaEnv,12.963821595156611,0.5160124719910103,12.495580792254126,12.946795287470767,13.428743435882106
lnprob,-226166.63496276477,52.00725770806585,-226157.10068809567,-226150.14644317597,-226147.9018361333
