parameter,mean,sd,Q16,Q50,Q84
Pn,41.051908003497914,1.0407518576704573,40.029500786623124,41.04467312571772,42.10556250763878
A1,4825.176028812798,615.4972651834435,4220.6497729445055,4776.747608415688,5429.500203862181
b1,1.3362010123598769,0.13178406914322613,1.2075556678370505,1.324646298612776,1.4672891784644173
A2,870.1564327360419,21.32371480288706,849.0344902909595,870.2078041541715,890.9823065126303
b2,38.40768006885937,0.7418251618431226,37.66889201298107,38.39097499733118,39.14029847022597
A3,193.67580332613676,6.067019827928415,187.68171263456134,193.55888387326075,199.68577169420936
b3,144.70407778315234,4.013368424324291,140.68618050880042,144.7789188543175,148.64068915697567
Pg,423.2013571688915,10.97479641569152,412.3181351603209,423.2430422659768,434.0267208351184
numax,158.85545825528249,0.2711144596618031,158.58814711573922,158.85323474334103,159.12675622090734
sigmaEnv,12.486126437620934,0.31835310408078754,12.166704931107258,12.484167763695174,12.799693790077491
lnprob,-224385.72436728937,2.2335336564609585,-224387.88675548477,-224385.385014064,-224383.58087540252
