parameter,mean,sd,Q16,Q50,Q84
Pn,17.60208810397284,1.657681364947359,16.310193748486515,17.34680110195154,19.105980604709316
A1,19234.84514321729,10896.050221755193,3251.999528854664,24833.289600556393,28918.116695724693
b1,1.7557802821666926,1.0230321824446134,1.1242452073288622,1.1962763055228534,3.0717501762657333
A2,339.7766569943563,35.30530749903942,290.8038900156403,354.2728622181796,365.56610508429117
b2,43.973917829015676,5.920006721343836,40.3459467806407,41.34529059795231,49.522420444074946
A3,65.90694404016138,14.69744721189279,62.30648422407145,68.85622229174832,72.37657796539715
b3,161.7674855118448,15.759470398745407,146.48485114078352,164.9874639414793,173.14113624201815
Pg,146.0263741335782,11.902274917587958,138.19423050071651,143.098123619904,152.16706482424763
numax,167.38089094456961,1.2610901037585924,166.74829951894435,167.75753067756838,168.1677473385389
sigmaEnv,13.44064112184399,2.041699259245418,12.313001428859144,12.849496369397901,14.425762078682828
lnprob,-194632.0461641936,438.21458622156644,-195139.3144562995,-194386.80622985872,-194383.31349873613
