parameter,mean,sd,Q16,Q50,Q84
Pn,29.12444558271471,0.38281744531421175,28.740311516852383,29.127630503609666,29.50324852961423
A1,9634.03375387868,1375.046740955076,8301.561736499802,9522.249556375737,10951.357841725587
b1,0.9702346428331182,0.10613054141517822,0.8665917941427816,0.96726563515407,1.071672491195099
A2,1988.5116805940388,62.68125027813427,1926.6504463898762,1987.0592153111875,2050.824915082589
b2,23.91244469790484,0.6359766255224405,23.281544044902905,23.908113584282187,24.54275706228944
A3,418.417061046908,20.374146995936723,398.20880200288946,418.09725781937084,438.7979735879271
b3,81.77480861899184,1.405568336855818,80.35877554235711,81.79272631162462,83.1774871913214
Pg,591.0880145949735,16.495407236075142,574.5448285308102,590.8035388651326,607.5790919861619
numax,94.20729218037644,0.30672522351788756,93.90800511359853,94.2100602203861,94.51015723068915
sigmaEnv,12.150342162750047,0.3062372622410813,11.848876144882047,12.141096106677786,12.454069519123012
lnprob,-193836.64073900742,2.300247497777456,-193838.84651420193,-193836.3019426883,-193834.4305595232
