raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr008510560-80d_kepler_v1_cor-filt-inp.fits,8510560,0.0034715263278957,91304.91136833237,54953.5386015875,56423.9959729854,1.0000138983594635,283.2011272719162,FALSE,104.29591133921336,100.8048036957039,100.8048036957039,100.8048036957039,506.4304288573071,111.5759107712914,4.538886802325903,12.769968929655391,4175.804437554348,1.2784394694709085,1426.7037296402927,27.234471548586225,285.45173096487827,86.44730489921261,438.1110463838231,100.15954073521893,13.319983760145895,-197845.51179923327,150,8.620988868601069,0.0022544839115755215,1.0687124908820635,1.1527372600901853,0.002933073751625823,0.01025893504602285,2.312478742169568e-4,8.593371648201051,0.010218296198092143,1.1934828661420942,0.013925285249411114,0.001025893504602285,0.0019156277924054768,0.051626947580740816,0
