time,time_raw,flux
54953.539123409,54953.539123409,615.0989144650616
54953.5595571566,54953.5595571566,409.032888322981
54953.5799909043,54953.5799909043,412.0512426664388
54953.600424652,54953.600424652,326.07488552151517
54953.6208583997,54953.6208583997,-194.68890044624743
54953.6412921473,54953.6412921473,-520.4473431290515
54953.661725895,54953.661725895,-592.5979575760886
54953.6821596427,54953.6821596427,-864.5316068862472
54953.7025933904,54953.7025933904,-798.9187639239846
54953.723027138,54953.723027138,-1001.2656638350949
54953.7434608857,54953.7434608857,-517.4550614404949
54953.7638946334,54953.7638946334,-66.71233734095244
54953.7843283811,54953.7843283811,277.33618961293234
54953.8047621287,54953.8047621287,656.1113510938325
54953.8251958764,54953.8251958764,-71.52815278359992
54953.8456296241,54953.8456296241,-28.147095436021118
54953.8660633718,54953.8660633718,-18.12413512988826
54953.8864971194,54953.8864971194,-169.32298064636507
54953.9069308671,54953.9069308671,-64.25064134089757
54953.9273646148,54953.9273646148,-438.0055323361727
54953.9477983625,54953.9477983625,-306.7988672978079
54953.9682321101,54953.9682321101,97.02215855495501
54953.9886658578,54953.9886658578,319.07478601422275
54954.0090996055,54954.0090996055,362.3636218389126
54954.0295333532,54954.0295333532,194.32367523568524
54954.0499671008,54954.0499671008,229.3304511707948
54954.0704008485,54954.0704008485,170.57789199917482
54954.0908345962,54954.0908345962,239.86203297451328
54954.1112683439,54954.1112683439,-30.374687107671434
54954.1317020915,54954.1317020915,-293.5051099692157
54954.1521358392,54954.1521358392,-422.38498927047
54954.1725695869,54954.1725695869,1.1363239774264002
54954.1930033346,54954.1930033346,-60.14571058015406
54954.2134370822,54954.2134370822,-83.54743349655496
54954.2338708299,54954.2338708299,-368.05855926173433
54954.2543045776,54954.2543045776,-213.18924963445
54954.2747383253,54954.2747383253,356.2561890019181
54954.295172073,54954.295172073,657.9499613316115
54954.3156058206,54954.3156058206,925.9705601056979
54954.3360395683,54954.3360395683,347.78458649630437
54954.356473316,54954.356473316,-354.9312137229974
54954.3769070636,54954.3769070636,422.23699505358786
54954.3973408113,54954.3973408113,901.667740135262
54954.417774559,54954.417774559,431.29965675479053
54954.4382083067,54954.4382083067,-74.27930260103949
54954.4586420543,54954.4586420543,-392.7278554926636
54954.479075802,54954.479075802,150.6609412483545
54954.4995095497,54954.4995095497,914.4677675374248
54954.5199432974,54954.5199432974,402.0466360449207
54954.540377045,54954.540377045,-272.15102336850885
54954.5608107927,54954.5608107927,-318.2640019809445
54954.5812445404,54954.5812445404,24.59672052870428
54954.6016782881,54954.6016782881,53.55606777978892
54954.6221120358,54954.6221120358,-240.64548174247136
54954.6425457834,54954.6425457834,-715.1496817323157
54954.6629795311,54954.6629795311,-367.983468600087
54954.6834132788,54954.6834132788,141.5048500932058
54954.7038470265,54954.7038470265,-48.71778612050571
54954.7242807741,54954.7242807741,-355.79596124061914
54954.7447145218,54954.7447145218,-67.32087711965903
54954.7651482695,54954.7651482695,304.00802030041376
54954.7855820172,54954.7855820172,588.4775403499414
54954.8060157648,54954.8060157648,406.18441678699014
54954.8264495125,54954.8264495125,-168.18791767242055
54954.8468832602,54954.8468832602,-272.39244639611024
54954.8673170079,54954.8673170079,318.82034358704743
54954.8877507555,54954.8877507555,857.1135281641718
54954.9081845032,54954.9081845032,290.52134595492936
54954.9286182509,54954.9286182509,287.7437992045482
54954.9490519986,54954.9490519986,404.0907779476752
54954.9694857462,54954.9694857462,909.3630070283475
54954.9899194939,54954.9899194939,930.0244073154859
54955.0103532416,54955.0103532416,855.7460612664144
54955.0307869893,54955.0307869893,521.1689062237886
54955.0512207369,54955.0512207369,564.8036401304114
54955.0716544846,54955.0716544846,178.22303891459762
54955.0920882323,54955.0920882323,667.656388376545
54955.11252198,54955.11252198,443.47705821565387
54955.1329557276,54955.1329557276,382.90123018224415
54955.1533894753,54955.1533894753,259.75330628902526
54955.173823223,54955.173823223,233.7538770980699
54955.1942569707,54955.1942569707,353.847787223183
54955.2146907183,54955.2146907183,290.71133790041097
54955.235124466,54955.235124466,26.22128438104653
54955.2555582137,54955.2555582137,-559.7062162044756
54955.275991961404,54955.275991961404,-621.7759641627175
54955.296425709,54955.296425709,-103.32237306329262
54955.3168594567,54955.3168594567,7.739251113150317
54955.3372932044,54955.3372932044,-328.6606265030455
54955.3577269521,54955.3577269521,-173.1955109176199
54955.3781606997,54955.3781606997,-132.73403920991336
54955.3985944474,54955.3985944474,-178.45532542152648
54955.4190281951,54955.4190281951,-63.56360361172051
54955.4394619428,54955.4394619428,236.52019709441367
54955.4598956904,54955.4598956904,446.6343772190173
54955.4803294381,54955.4803294381,451.4208550340071
54955.5007631858,54955.5007631858,-85.34230180737381
54955.5211969335,54955.5211969335,-348.80723758050226
54955.5416306811,54955.5416306811,-22.34664541238965
54955.5620644288,54955.5620644288,-333.30139566277376
54955.5824981765,54955.5824981765,-210.84613578068615
54955.6029319242,54955.6029319242,-120.1107195081122
54955.6233656718,54955.6233656718,133.1762053165241
54955.6437994195,54955.6437994195,254.03256705585443
54955.6642331672,54955.6642331672,95.25174151224985
54955.6846669149,54955.6846669149,-104.31783332295674
54955.7051006625,54955.7051006625,-5.428740143237633
54955.7255344102,54955.7255344102,133.55368812282904
54955.7459681579,54955.7459681579,444.3902082440949
54955.7664019056,54955.7664019056,491.78963398633545
54955.7868356532,54955.7868356532,233.69253460617972
54955.8072694009,54955.8072694009,235.50364142101597
54955.8277031486,54955.8277031486,-384.88810553263863
54955.8481368963,54955.8481368963,-189.04694423381773
54955.8685706439,54955.8685706439,-751.2615225430005
